# Combined LVM export
# delta_x = 1.0
# fs = 1.0
# channels = 18
# ----------------------------------
frequency	UEbertragungsfunktionImaginaerFFTY_0	UEbertragungsfunktionImaginaerFFTY_1	UEbertragungsfunktionImaginaerFFTY_2	UEbertragungsfunktionImaginaerFFTY_3	UEbertragungsfunktionImaginaerFFTY_4	UEbertragungsfunktionImaginaerFFTY_5	UEbertragungsfunktionImaginaerFFTY_6	UEbertragungsfunktionImaginaerFFTY_7	UEbertragungsfunktionImaginaerFFTY_8	UEbertragungsfunktionImaginaerFFTY_9	UEbertragungsfunktionImaginaerFFTY_10	UEbertragungsfunktionImaginaerFFTY_11	UEbertragungsfunktionImaginaerFFTY_12	UEbertragungsfunktionImaginaerFFTY_13	UEbertragungsfunktionImaginaerFFTY_14	UEbertragungsfunktionImaginaerFFTY_15	UEbertragungsfunktionImaginaerFFTY_16	UEbertragungsfunktionImaginaerFFTY_17 
295,05	0,518867	-0,540678	-0,078541	0,071911	0,035566	-0,077479	-0,232455	0,069454	0,05711	-0,160941	-0,81189	0,243303	-0,296856	0,030275	0,5816	0,671109	-0,243834	-0,024933
295,1	0,524212	-0,535146	-0,082418	0,072233	0,036314	-0,077666	-0,23448	0,071918	0,056406	-0,175473	-0,816026	0,243261	-0,305807	0,033299	0,58276	0,671781	-0,246169	-0,023919
295,15000000000003	0,523616	-0,531339	-0,082626	0,074618	0,035109	-0,078514	-0,23775	0,069571	0,055926	-0,172204	-0,810992	0,250609	-0,31048	0,032566	0,581239	0,675542	-0,244735	-0,027984
295,2	0,521677	-0,530578	-0,082952	0,075049	0,035955	-0,07667	-0,236936	0,073031	0,054419	-0,167928	-0,814312	0,253947	-0,308705	0,029988	0,579832	0,678578	-0,24498	-0,029478
295,25	0,515834	-0,52649	-0,082246	0,073869	0,037259	-0,076947	-0,235204	0,072049	0,054106	-0,159035	-0,811241	0,256336	-0,30826	0,026977	0,588406	0,670139	-0,248647	-0,030742
295,3	0,514258	-0,516507	-0,081678	0,076587	0,036244	-0,076877	-0,239205	0,070022	0,053218	-0,180186	-0,81663	0,256174	-0,310253	0,028763	0,582792	0,673729	-0,246132	-0,02921
295,35	0,510994	-0,514189	-0,086187	0,078164	0,036687	-0,076839	-0,240028	0,070095	0,053321	-0,171264	-0,816723	0,258111	-0,311173	0,03223	0,584935	0,672116	-0,248532	-0,024969
295,40000000000003	0,52212	-0,518326	-0,085988	0,077115	0,035077	-0,076477	-0,239124	0,069268	0,053627	-0,144946	-0,820295	0,258532	-0,312618	0,036289	0,585498	0,67252	-0,248562	-0,022217
295,45	0,517213	-0,511916	-0,088028	0,076073	0,034126	-0,076559	-0,239954	0,069133	0,05157	-0,184633	-0,817262	0,256325	-0,317883	0,039387	0,588659	0,675916	-0,251378	-0,019866
295,5	0,514691	-0,51516	-0,087508	0,08071	0,034762	-0,076011	-0,240494	0,070068	0,051476	-0,158787	-0,815378	0,254273	-0,32702	0,038865	0,587862	0,670471	-0,254369	-0,016264
295,55	0,525433	-0,51289	-0,083646	0,077276	0,033196	-0,077219	-0,23965	0,069276	0,050389	-0,154385	-0,821109	0,249468	-0,327939	0,043159	0,590955	0,677903	-0,251367	-0,015807
295,6	0,519913	-0,512668	-0,08775	0,080662	0,03282	-0,074932	-0,240055	0,067532	0,049302	-0,16404	-0,816709	0,245499	-0,330664	0,04818	0,587679	0,671102	-0,254111	-0,017596
295,65000000000003	0,521161	-0,514764	-0,087903	0,079389	0,032459	-0,075304	-0,240821	0,066011	0,048441	-0,175631	-0,814836	0,247331	-0,328452	0,048872	0,591291	0,672287	-0,254282	-0,015314
295,7	0,528315	-0,507653	-0,086907	0,078409	0,03275	-0,07627	-0,239468	0,066478	0,048151	-0,161195	-0,817672	0,245847	-0,330398	0,047624	0,596746	0,670968	-0,251381	-0,019362
295,75	0,525144	-0,51335	-0,088051	0,079314	0,032493	-0,0757	-0,239739	0,065714	0,047632	-0,170562	-0,814297	0,248267	-0,327131	0,044695	0,59491	0,676321	-0,252716	-0,023176
295,8	0,523573	-0,514886	-0,089061	0,083728	0,032625	-0,075281	-0,240685	0,064631	0,046836	-0,182048	-0,814345	0,252392	-0,330279	0,045518	0,595774	0,672683	-0,256017	-0,026749
295,85	0,528473	-0,51141	-0,090042	0,079452	0,032712	-0,07425	-0,24029	0,065829	0,045526	-0,163965	-0,814271	0,252131	-0,328481	0,047141	0,59255	0,670832	-0,257453	-0,029807
295,90000000000003	0,529324	-0,509827	-0,086992	0,080831	0,03582	-0,075176	-0,240768	0,065158	0,046117	-0,184525	-0,818573	0,250151	-0,330791	0,049186	0,597412	0,667912	-0,257248	-0,033035
295,95	0,530296	-0,505834	-0,089006	0,078356	0,036255	-0,073826	-0,239793	0,063878	0,046118	-0,182707	-0,81756	0,252198	-0,33011	0,049781	0,59708	0,672422	-0,259192	-0,033749
296,0	0,531253	-0,509927	-0,091206	0,081517	0,035205	-0,073783	-0,241973	0,064806	0,046296	-0,18645	-0,816745	0,25505	-0,333319	0,047911	0,599889	0,668942	-0,261356	-0,034406
296,05	0,537246	-0,514512	-0,092566	0,081062	0,033844	-0,073681	-0,241973	0,062207	0,045708	-0,198029	-0,820523	0,253961	-0,329383	0,046566	0,601441	0,664913	-0,260587	-0,031802
296,1	0,534078	-0,513058	-0,097406	0,082528	0,034067	-0,074246	-0,243723	0,063427	0,046976	-0,162023	-0,82012	0,252578	-0,333678	0,046479	0,599958	0,667109	-0,263144	-0,029387
296,15000000000003	0,52599	-0,515265	-0,093509	0,078863	0,03611	-0,071152	-0,243312	0,065208	0,045475	-0,171285	-0,822628	0,253362	-0,333544	0,047033	0,606025	0,663146	-0,264538	-0,031077
296,2	0,538533	-0,515748	-0,094941	0,084168	0,034397	-0,072571	-0,244953	0,062747	0,046449	-0,194479	-0,826009	0,248669	-0,33497	0,044818	0,605546	0,661417	-0,269699	-0,030686
296,25	0,524362	-0,520851	-0,098734	0,081992	0,035393	-0,074531	-0,246595	0,065098	0,044822	-0,15662	-0,824489	0,243147	-0,333336	0,037932	0,601995	0,661927	-0,26529	-0,034735
296,3	0,539537	-0,520262	-0,099748	0,083032	0,035051	-0,071104	-0,248041	0,062144	0,045337	-0,175343	-0,83249	0,243097	-0,336721	0,032127	0,603791	0,662983	-0,263904	-0,032007
296,35	0,536209	-0,519485	-0,101978	0,081217	0,034554	-0,073605	-0,24758	0,062692	0,045675	-0,174635	-0,835063	0,239941	-0,342077	0,028607	0,604491	0,664786	-0,266274	-0,032563
296,40000000000003	0,537391	-0,518575	-0,104729	0,079084	0,035733	-0,072571	-0,248362	0,061831	0,044215	-0,161615	-0,835947	0,242835	-0,341233	0,028014	0,607917	0,661635	-0,266464	-0,033672
296,45	0,535233	-0,517205	-0,104392	0,083323	0,03741	-0,072202	-0,251783	0,061098	0,045297	-0,193717	-0,836118	0,24022	-0,341633	0,032915	0,608963	0,660921	-0,268609	-0,031186
296,5	0,538786	-0,511479	-0,106968	0,087863	0,036593	-0,07195	-0,250846	0,06093	0,043364	-0,193003	-0,844696	0,243162	-0,339783	0,04001	0,606156	0,664791	-0,270006	-0,030986
296,55	0,532915	-0,512288	-0,106031	0,081901	0,040601	-0,07179	-0,249039	0,061879	0,042633	-0,153686	-0,84413	0,244142	-0,345515	0,045773	0,606947	0,656667	-0,273391	-0,030616
296,6	0,53342	-0,508369	-0,108489	0,081568	0,039894	-0,07325	-0,250821	0,062236	0,0425	-0,174764	-0,842382	0,245323	-0,340313	0,050619	0,604915	0,659834	-0,273678	-0,027698
296,65000000000003	0,550018	-0,506748	-0,107681	0,084005	0,043074	-0,071247	-0,252088	0,058652	0,041184	-0,184655	-0,848713	0,241299	-0,338559	0,052897	0,607803	0,661082	-0,272628	-0,026403
296,7	0,537052	-0,504555	-0,111572	0,084464	0,04033	-0,072752	-0,2518	0,059664	0,040399	-0,174203	-0,850561	0,241119	-0,331617	0,051951	0,603496	0,656707	-0,278096	-0,025699
296,75	0,546412	-0,502915	-0,113117	0,083402	0,041049	-0,07168	-0,250944	0,056572	0,041006	-0,189863	-0,852751	0,242219	-0,332616	0,049847	0,603725	0,658085	-0,280829	-0,029883
296,8	0,536933	-0,505134	-0,113283	0,082522	0,041082	-0,069471	-0,251228	0,058405	0,039852	-0,183905	-0,850298	0,236959	-0,332151	0,04719	0,6	0,657366	-0,281887	-0,031291
296,85	0,53992	-0,505413	-0,113322	0,088571	0,040707	-0,071283	-0,251572	0,058493	0,039043	-0,180584	-0,852275	0,239228	-0,33322	0,049119	0,601699	0,656601	-0,284675	-0,030188
296,90000000000003	0,542202	-0,505671	-0,116693	0,084391	0,040532	-0,072493	-0,250225	0,059927	0,039924	-0,195129	-0,858266	0,240106	-0,331843	0,052825	0,594243	0,657744	-0,28227	-0,031456
296,95	0,550567	-0,509588	-0,118822	0,086049	0,039086	-0,072805	-0,249915	0,058426	0,037347	-0,192661	-0,856962	0,239796	-0,337457	0,058394	0,593763	0,659714	-0,283205	-0,032435
297,0	0,546697	-0,50662	-0,117823	0,084865	0,038741	-0,0707	-0,248529	0,058732	0,039219	-0,181629	-0,859905	0,238671	-0,348556	0,060488	0,59354	0,652714	-0,287164	-0,028422
297,05	0,538221	-0,512754	-0,121551	0,083764	0,036791	-0,070982	-0,248417	0,059453	0,036761	-0,177566	-0,858132	0,237734	-0,353437	0,062105	0,58988	0,654483	-0,285286	-0,029102
297,1	0,5465	-0,511522	-0,118306	0,084587	0,038459	-0,07131	-0,24904	0,05782	0,037486	-0,206787	-0,86137	0,242395	-0,360196	0,060533	0,58735	0,654771	-0,285733	-0,030054
297,15000000000003	0,546534	-0,503331	-0,116228	0,085626	0,036954	-0,071336	-0,249442	0,058252	0,036268	-0,177136	-0,865542	0,240536	-0,361148	0,059463	0,587338	0,652441	-0,286838	-0,032892
297,2	0,540713	-0,509352	-0,117996	0,086466	0,035132	-0,072262	-0,249311	0,056682	0,035722	-0,185595	-0,863883	0,239375	-0,360785	0,061581	0,590715	0,654023	-0,284893	-0,040833
297,25	0,546409	-0,503525	-0,118639	0,086717	0,037062	-0,070467	-0,251886	0,057831	0,036135	-0,196998	-0,86595	0,241061	-0,358762	0,064491	0,588534	0,651265	-0,284875	-0,044657
297,3	0,550097	-0,506002	-0,119	0,084602	0,036956	-0,073229	-0,250982	0,058898	0,034603	-0,1867	-0,864699	0,239148	-0,354468	0,066831	0,586686	0,650136	-0,283019	-0,049305
297,35	0,5495	-0,501354	-0,120349	0,0868	0,035452	-0,070977	-0,25093	0,059961	0,033465	-0,181629	-0,863737	0,234768	-0,346965	0,069098	0,587101	0,645316	-0,284276	-0,051662
297,40000000000003	0,548216	-0,499168	-0,12062	0,089995	0,035956	-0,071787	-0,25232	0,059929	0,032802	-0,207702	-0,860105	0,233437	-0,340451	0,068097	0,587827	0,653548	-0,278021	-0,05554
297,45	0,55611	-0,497949	-0,118693	0,088199	0,034295	-0,072401	-0,253382	0,058158	0,0326	-0,175432	-0,86415	0,234448	-0,337498	0,06552	0,586796	0,646151	-0,278177	-0,05266
297,5	0,550915	-0,497682	-0,12275	0,088548	0,034514	-0,071115	-0,252082	0,059303	0,032262	-0,194812	-0,865602	0,230801	-0,329592	0,063818	0,592227	0,647473	-0,276932	-0,052213
297,55	0,552055	-0,499761	-0,125513	0,08834	0,031517	-0,071735	-0,255057	0,059451	0,029571	-0,211573	-0,865611	0,232804	-0,319926	0,064711	0,590437	0,648753	-0,275637	-0,049547
297,6	0,552506	-0,498642	-0,125823	0,088002	0,03128	-0,071291	-0,255774	0,061112	0,029273	-0,193135	-0,864804	0,234155	-0,307754	0,065623	0,586636	0,654443	-0,274538	-0,047112
297,65000000000003	0,558124	-0,49727	-0,127148	0,089313	0,031408	-0,071895	-0,256944	0,061726	0,027593	-0,196166	-0,87135	0,239581	-0,305113	0,066264	0,59944	0,646701	-0,274088	-0,050181
297,7	0,558038	-0,496453	-0,125627	0,091475	0,030053	-0,071087	-0,255465	0,061282	0,026903	-0,213727	-0,871115	0,241491	-0,304189	0,067896	0,601462	0,647823	-0,272785	-0,052567
297,75	0,555793	-0,500963	-0,124185	0,088038	0,030426	-0,073638	-0,256827	0,061817	0,025572	-0,205003	-0,873459	0,246882	-0,310393	0,069685	0,600482	0,647539	-0,274834	-0,054114
297,8	0,555562	-0,494698	-0,121804	0,089101	0,032354	-0,072281	-0,258706	0,064496	0,024047	-0,195726	-0,877816	0,251063	-0,313707	0,073487	0,603442	0,654941	-0,276543	-0,057466
297,85	0,552697	-0,499476	-0,125629	0,091207	0,03269	-0,07178	-0,257774	0,063422	0,022839	-0,200347	-0,877772	0,254822	-0,319345	0,075579	0,603256	0,645299	-0,273424	-0,06265
297,90000000000003	0,560713	-0,497163	-0,123692	0,090609	0,032442	-0,073052	-0,25857	0,06293	0,022551	-0,185705	-0,877845	0,255455	-0,32313	0,077305	0,606313	0,648222	-0,272823	-0,061133
297,95	0,549369	-0,499283	-0,124556	0,088518	0,031983	-0,07214	-0,259527	0,063096	0,021367	-0,207595	-0,885684	0,259939	-0,327991	0,078876	0,60278	0,64879	-0,273244	-0,060891
298,0	0,559524	-0,498509	-0,125265	0,088337	0,029823	-0,071866	-0,258762	0,066232	0,020766	-0,220475	-0,882689	0,262068	-0,328663	0,081046	0,606276	0,642519	-0,274384	-0,061823
298,05	0,564581	-0,499963	-0,122877	0,092489	0,032302	-0,073094	-0,260299	0,0646	0,019702	-0,1995	-0,883821	0,261116	-0,326355	0,082961	0,603384	0,647989	-0,274135	-0,061624
298,1	0,560878	-0,500216	-0,123141	0,091729	0,035071	-0,073958	-0,262553	0,06388	0,019241	-0,196141	-0,883027	0,263969	-0,3258	0,086019	0,60342	0,648426	-0,278056	-0,061629
298,15000000000003	0,557003	-0,499518	-0,122618	0,090351	0,034417	-0,07564	-0,264202	0,064407	0,018133	-0,207296	-0,883418	0,260547	-0,320881	0,088519	0,597324	0,641143	-0,275731	-0,063572
298,2	0,566736	-0,504001	-0,127516	0,094848	0,033791	-0,074623	-0,265626	0,064146	0,018985	-0,215222	-0,890905	0,258398	-0,318971	0,087175	0,596182	0,64363	-0,277615	-0,06978
298,25	0,568063	-0,501566	-0,127215	0,091293	0,033315	-0,074182	-0,265538	0,064504	0,017764	-0,214648	-0,889921	0,257013	-0,330074	0,083625	0,598334	0,649413	-0,279107	-0,07191
298,3	0,566664	-0,501815	-0,128425	0,093189	0,032709	-0,072712	-0,26879	0,060363	0,016814	-0,234768	-0,887775	0,260782	-0,327712	0,083256	0,594303	0,647057	-0,280046	-0,074725
298,35	0,556	-0,508619	-0,128922	0,092563	0,032604	-0,074145	-0,268994	0,062617	0,015353	-0,196783	-0,888583	0,250898	-0,333894	0,084125	0,594084	0,649731	-0,279115	-0,074699
298,40000000000003	0,574804	-0,512184	-0,129095	0,094252	0,031141	-0,075978	-0,269741	0,060085	0,015123	-0,22018	-0,889039	0,249843	-0,330075	0,08529	0,59404	0,647311	-0,280887	-0,074761
298,45	0,56867	-0,507353	-0,12785	0,09648	0,032784	-0,075206	-0,271347	0,061913	0,016068	-0,230753	-0,891862	0,250796	-0,331607	0,084342	0,589161	0,645576	-0,282802	-0,072557
298,5	0,566938	-0,512492	-0,130301	0,094378	0,034658	-0,072801	-0,272535	0,061987	0,015031	-0,212545	-0,890966	0,249188	-0,331476	0,081293	0,59017	0,648305	-0,282892	-0,065729
298,55	0,566522	-0,511815	-0,129443	0,092702	0,034528	-0,075027	-0,272236	0,060025	0,015101	-0,215494	-0,891426	0,249276	-0,324367	0,080142	0,584253	0,650012	-0,282973	-0,06226
298,6	0,568178	-0,519228	-0,132003	0,095997	0,034495	-0,075142	-0,275008	0,058547	0,013419	-0,210784	-0,894033	0,251525	-0,321912	0,081933	0,587779	0,643907	-0,287279	-0,059749
298,65000000000003	0,57119	-0,521285	-0,131106	0,095557	0,035474	-0,075449	-0,274408	0,060113	0,013114	-0,224065	-0,892028	0,253777	-0,317897	0,08488	0,587589	0,64624	-0,28292	-0,056227
298,7	0,571597	-0,517102	-0,133833	0,093559	0,034555	-0,07496	-0,276022	0,058782	0,013259	-0,220997	-0,891697	0,252413	-0,314534	0,087633	0,585194	0,650006	-0,281784	-0,055416
298,75	0,574837	-0,520703	-0,134742	0,093167	0,034349	-0,076015	-0,27533	0,059551	0,014484	-0,223327	-0,897638	0,255506	-0,319132	0,089864	0,583178	0,648858	-0,286495	-0,055399
298,8	0,576902	-0,525188	-0,138389	0,095855	0,032385	-0,073805	-0,276875	0,058312	0,013568	-0,199737	-0,899315	0,257952	-0,318818	0,091371	0,582591	0,64607	-0,282826	-0,055981
298,85	0,573272	-0,52402	-0,137944	0,095944	0,030667	-0,075397	-0,275531	0,059663	0,014224	-0,23516	-0,901065	0,254442	-0,321582	0,09458	0,583006	0,649075	-0,288124	-0,058598
298,90000000000003	0,575907	-0,524581	-0,139553	0,095472	0,030461	-0,075862	-0,276006	0,059161	0,013658	-0,241627	-0,902862	0,255062	-0,32157	0,095349	0,580198	0,6436	-0,285994	-0,063386
298,95	0,576912	-0,526334	-0,142564	0,099919	0,029912	-0,076012	-0,275237	0,061782	0,014041	-0,239359	-0,909568	0,251465	-0,322525	0,094124	0,584039	0,650682	-0,282853	-0,066315
299,0	0,576736	-0,529161	-0,142146	0,100817	0,028458	-0,075695	-0,275154	0,061178	0,01389	-0,227472	-0,905701	0,247659	-0,319898	0,091983	0,582072	0,641267	-0,286001	-0,068953
299,05	0,578822	-0,529571	-0,142783	0,097397	0,026839	-0,075959	-0,276764	0,062438	0,013871	-0,24073	-0,916421	0,246844	-0,319009	0,092242	0,579594	0,642534	-0,285181	-0,069346
299,1	0,577684	-0,523503	-0,144332	0,097652	0,026332	-0,077217	-0,27549	0,061468	0,013115	-0,238	-0,915715	0,247318	-0,316254	0,094178	0,579366	0,646792	-0,286617	-0,070384
299,15000000000003	0,589837	-0,526732	-0,144315	0,098475	0,024459	-0,076084	-0,274825	0,061689	0,013466	-0,241395	-0,915326	0,242866	-0,317786	0,098282	0,579425	0,646532	-0,288087	-0,071037
299,2	0,582793	-0,520898	-0,145241	0,098541	0,024518	-0,076249	-0,273612	0,061124	0,011727	-0,256853	-0,920619	0,240845	-0,314093	0,10406	0,581782	0,648723	-0,287763	-0,071691
299,25	0,579223	-0,520376	-0,148577	0,100569	0,024213	-0,075492	-0,274364	0,062601	0,011981	-0,24235	-0,927673	0,243983	-0,308304	0,106298	0,580102	0,642617	-0,285624	-0,075579
299,3	0,588154	-0,515029	-0,145942	0,100111	0,022715	-0,076491	-0,273726	0,058673	0,010736	-0,247562	-0,926524	0,247273	-0,312392	0,107436	0,582999	0,642729	-0,289224	-0,076331
299,35	0,585395	-0,513929	-0,149257	0,102483	0,024704	-0,076034	-0,270896	0,060797	0,010915	-0,245905	-0,92801	0,250857	-0,309095	0,105035	0,582137	0,638734	-0,287894	-0,080932
299,40000000000003	0,597687	-0,515444	-0,149944	0,101431	0,023959	-0,076875	-0,274752	0,058511	0,009808	-0,240834	-0,928892	0,246906	-0,307564	0,099319	0,583655	0,635224	-0,287448	-0,081963
299,45	0,592612	-0,508836	-0,149103	0,104312	0,023764	-0,075757	-0,272994	0,061409	0,009275	-0,266153	-0,926765	0,251749	-0,302045	0,093941	0,587111	0,635395	-0,283107	-0,082144
299,5	0,596664	-0,503932	-0,149149	0,104399	0,024435	-0,073782	-0,270968	0,059624	0,009093	-0,255337	-0,930933	0,253028	-0,302101	0,090096	0,586643	0,641246	-0,283437	-0,082163
299,55	0,59442	-0,503062	-0,150161	0,101354	0,024768	-0,077261	-0,271915	0,06006	0,008745	-0,252799	-0,932349	0,248453	-0,295337	0,090191	0,586835	0,639708	-0,283594	-0,079818
299,6	0,596782	-0,500809	-0,146985	0,103896	0,024214	-0,075182	-0,273752	0,058646	0,008878	-0,261638	-0,933955	0,249232	-0,292301	0,092559	0,589744	0,637124	-0,281555	-0,078468
299,65000000000003	0,594203	-0,496172	-0,148398	0,104377	0,024141	-0,075489	-0,273832	0,0594	0,006957	-0,250024	-0,935627	0,251289	-0,298921	0,096411	0,595114	0,633192	-0,283221	-0,075901
299,7	0,601997	-0,494382	-0,152567	0,102074	0,020763	-0,074942	-0,274392	0,058696	0,006586	-0,261993	-0,933809	0,25107	-0,29116	0,099585	0,599423	0,635773	-0,281553	-0,075673
299,75	0,599255	-0,497097	-0,153133	0,103413	0,020012	-0,076991	-0,276595	0,061178	0,005991	-0,248337	-0,939139	0,248688	-0,295572	0,102572	0,601169	0,62658	-0,281366	-0,074441
299,8	0,616629	-0,489294	-0,15588	0,100596	0,019788	-0,077377	-0,277021	0,059418	0,006621	-0,277453	-0,941725	0,252488	-0,297035	0,101595	0,603057	0,626247	-0,282645	-0,076523
299,85	0,612791	-0,492492	-0,149981	0,104718	0,018	-0,076451	-0,277896	0,061556	0,005616	-0,250543	-0,942494	0,25525	-0,300595	0,09911	0,604899	0,626533	-0,280235	-0,078008
299,90000000000003	0,608335	-0,486362	-0,150177	0,108882	0,01872	-0,076534	-0,278351	0,058278	0,003836	-0,268484	-0,94154	0,254602	-0,307409	0,097989	0,610524	0,628601	-0,281219	-0,07515
299,95	0,601059	-0,487006	-0,149325	0,108859	0,020013	-0,076539	-0,279397	0,057792	0,004785	-0,272498	-0,946603	0,256476	-0,301399	0,095508	0,609987	0,621311	-0,282211	-0,077064
300,0	0,614136	-0,481456	-0,147466	0,108139	0,01959	-0,077309	-0,28127	0,060944	0,003827	-0,291903	-0,944359	0,259891	-0,297767	0,094247	0,6101	0,623466	-0,284744	-0,07539
300,05	0,611744	-0,477308	-0,149617	0,10736	0,019832	-0,078084	-0,281435	0,058949	0,004257	-0,259621	-0,946645	0,255386	-0,299953	0,095201	0,614341	0,615202	-0,288297	-0,07321
300,1	0,611691	-0,471286	-0,146571	0,109846	0,020169	-0,076294	-0,281311	0,060213	0,002524	-0,277868	-0,948125	0,259123	-0,291173	0,094616	0,610641	0,619302	-0,286684	-0,068817
300,15000000000003	0,61876	-0,466503	-0,146122	0,108549	0,020283	-0,077337	-0,280658	0,0608	0,002869	-0,269175	-0,944564	0,260301	-0,289328	0,092326	0,610105	0,608107	-0,284875	-0,068612
300,2	0,614225	-0,459611	-0,143251	0,112755	0,020056	-0,076746	-0,281978	0,064664	0,002418	-0,271123	-0,945418	0,256367	-0,276413	0,089518	0,616941	0,604676	-0,292161	-0,067274
300,25	0,620149	-0,457226	-0,143179	0,110059	0,020036	-0,075832	-0,280938	0,065054	0,001862	-0,292243	-0,944201	0,257009	-0,272567	0,087352	0,611836	0,606852	-0,292237	-0,070894
300,3	0,612728	-0,449142	-0,147845	0,110376	0,017116	-0,07744	-0,283209	0,061534	-0,000774	-0,284416	-0,943275	0,259346	-0,263905	0,088982	0,616399	0,59614	-0,289538	-0,075656
300,35	0,624816	-0,444739	-0,145934	0,10913	0,017076	-0,076757	-0,282095	0,062318	-0,001142	-0,274255	-0,945961	0,259581	-0,263186	0,089917	0,617209	0,596766	-0,292578	-0,079118
300,40000000000003	0,617646	-0,444725	-0,148682	0,107772	0,015791	-0,075543	-0,283804	0,064544	-0,002675	-0,285792	-0,943709	0,26096	-0,253721	0,092739	0,619765	0,59512	-0,291406	-0,078199
300,45	0,626001	-0,442258	-0,146057	0,11121	0,013745	-0,076523	-0,284485	0,064047	-0,002988	-0,287348	-0,947875	0,268602	-0,249767	0,094245	0,622037	0,593273	-0,290995	-0,078035
300,5	0,634901	-0,434721	-0,145464	0,112938	0,013204	-0,075442	-0,285674	0,065367	-0,003502	-0,282538	-0,942557	0,274085	-0,250332	0,096609	0,621809	0,585541	-0,28721	-0,074116
300,55	0,633046	-0,43293	-0,145085	0,113933	0,009571	-0,077275	-0,286755	0,063444	-0,003471	-0,301198	-0,94862	0,277818	-0,254634	0,102797	0,627765	0,588704	-0,288203	-0,072115
300,6	0,636933	-0,429265	-0,142108	0,115214	0,012528	-0,075613	-0,286669	0,064602	-0,003854	-0,298195	-0,953501	0,281468	-0,26338	0,109498	0,627484	0,587818	-0,28845	-0,069264
300,65000000000003	0,631732	-0,420677	-0,139615	0,116701	0,010654	-0,074421	-0,287198	0,064594	-0,005225	-0,289078	-0,958006	0,282723	-0,262627	0,113688	0,635144	0,577645	-0,286459	-0,067287
300,7	0,638259	-0,425303	-0,13923	0,11787	0,008356	-0,073554	-0,289273	0,064546	-0,006027	-0,307996	-0,956483	0,286672	-0,276343	0,115235	0,637516	0,57312	-0,285281	-0,065373
300,75	0,636906	-0,416516	-0,137713	0,117069	0,008737	-0,074266	-0,289389	0,064596	-0,007105	-0,30455	-0,957167	0,28461	-0,283608	0,113423	0,639892	0,569579	-0,286061	-0,066228
300,8	0,647996	-0,412167	-0,13698	0,114949	0,00777	-0,074055	-0,290363	0,06565	-0,006033	-0,302986	-0,960016	0,286778	-0,285479	0,113431	0,643556	0,570553	-0,284966	-0,067953
300,85	0,64855	-0,409564	-0,134967	0,118828	0,006693	-0,076133	-0,292184	0,063115	-0,006387	-0,312446	-0,96003	0,285169	-0,290379	0,112937	0,643793	0,562546	-0,284007	-0,071281
300,90000000000003	0,648166	-0,405098	-0,136421	0,118178	0,003336	-0,074562	-0,29337	0,063301	-0,006239	-0,295686	-0,959574	0,281868	-0,287882	0,114525	0,650896	0,561493	-0,280911	-0,075077
300,95	0,649886	-0,403455	-0,135518	0,12236	-0,000585	-0,074765	-0,292473	0,06316	-0,006659	-0,308197	-0,961328	0,2788	-0,285352	0,112814	0,658526	0,55497	-0,284817	-0,072885
301,0	0,65777	-0,397911	-0,13802	0,120295	-0,000829	-0,074241	-0,293057	0,061345	-0,007953	-0,312895	-0,964532	0,278805	-0,283222	0,112203	0,658069	0,554469	-0,2834	-0,074244
301,05	0,651435	-0,396306	-0,13751	0,120292	-0,002832	-0,074539	-0,293888	0,06139	-0,008769	-0,301196	-0,962855	0,273274	-0,2844	0,111085	0,661684	0,545303	-0,278893	-0,073006
301,1	0,662887	-0,390819	-0,143139	0,123659	-0,006629	-0,075986	-0,29336	0,057917	-0,008428	-0,326238	-0,964768	0,271912	-0,280606	0,11274	0,666866	0,543577	-0,28197	-0,073976
301,15000000000003	0,660695	-0,390537	-0,139158	0,123771	-0,008542	-0,075402	-0,292894	0,05707	-0,008534	-0,338981	-0,962595	0,271918	-0,281835	0,115449	0,673601	0,53481	-0,277333	-0,071498
301,2	0,653956	-0,38768	-0,141424	0,123405	-0,01018	-0,073773	-0,294492	0,059825	-0,007892	-0,328146	-0,964572	0,269711	-0,281863	0,117795	0,669676	0,527112	-0,278937	-0,073101
301,25	0,669069	-0,385364	-0,140945	0,125141	-0,013241	-0,075915	-0,293749	0,057313	-0,011131	-0,317167	-0,960904	0,269955	-0,282858	0,121546	0,679962	0,520623	-0,277758	-0,075493
301,3	0,665907	-0,383645	-0,146362	0,128262	-0,014486	-0,073485	-0,29437	0,05661	-0,009548	-0,366054	-0,963051	0,271513	-0,282748	0,123359	0,683036	0,517214	-0,279127	-0,083116
301,35	0,665021	-0,38022	-0,142298	0,124733	-0,01655	-0,072853	-0,29515	0,055952	-0,010696	-0,333241	-0,960896	0,272723	-0,272691	0,125319	0,684241	0,512571	-0,279098	-0,087437
301,40000000000003	0,672083	-0,372995	-0,143863	0,129927	-0,017866	-0,075407	-0,294847	0,056588	-0,010502	-0,345051	-0,961256	0,276633	-0,265486	0,126017	0,685198	0,504732	-0,276782	-0,091459
301,45	0,674413	-0,370687	-0,142529	0,130349	-0,020907	-0,074109	-0,296728	0,057211	-0,011522	-0,346839	-0,961519	0,279002	-0,260037	0,121206	0,683319	0,506299	-0,278402	-0,096248
301,5	0,674167	-0,369239	-0,142273	0,129781	-0,024051	-0,075553	-0,294732	0,055579	-0,011048	-0,32468	-0,962636	0,28003	-0,25283	0,114301	0,68696	0,500614	-0,278517	-0,096548
