# Combined LVM export
# delta_x = 1.0
# fs = 1.0
# channels = 18
# ----------------------------------
frequency	UEBERTRAGUNGSFUNKTIONFFTY_0	UEBERTRAGUNGSFUNKTIONFFTY_1	UEBERTRAGUNGSFUNKTIONFFTY_2	UEBERTRAGUNGSFUNKTIONFFTY_3	UEBERTRAGUNGSFUNKTIONFFTY_4	UEBERTRAGUNGSFUNKTIONFFTY_5	UEBERTRAGUNGSFUNKTIONFFTY_6	UEBERTRAGUNGSFUNKTIONFFTY_7	UEBERTRAGUNGSFUNKTIONFFTY_8	UEBERTRAGUNGSFUNKTIONFFTY_9	UEBERTRAGUNGSFUNKTIONFFTY_10	UEBERTRAGUNGSFUNKTIONFFTY_11	UEBERTRAGUNGSFUNKTIONFFTY_12	UEBERTRAGUNGSFUNKTIONFFTY_13	UEBERTRAGUNGSFUNKTIONFFTY_14	UEBERTRAGUNGSFUNKTIONFFTY_15	UEBERTRAGUNGSFUNKTIONFFTY_16	UEBERTRAGUNGSFUNKTIONFFTY_17 
535,85	1,598039	0,992762	0,07506	0,033924	0,045348	0,05255	0,048104	0,082189	0,067207	0,717076	0,477648	0,098943	0,13858	0,040046	0,341246	0,793488	0,062662	0,054907
535,9	1,554928	0,995075	0,074687	0,030922	0,034977	0,051695	0,045004	0,082344	0,070717	0,762993	0,477437	0,099963	0,138928	0,037153	0,340432	0,80445	0,063092	0,054116
535,95	1,556144	0,98885	0,073059	0,033302	0,03898	0,05328	0,050871	0,08047	0,069146	0,811009	0,475485	0,099756	0,142497	0,040372	0,33923	0,809814	0,062418	0,052951
536,0	1,542732	0,98572	0,072691	0,035054	0,034059	0,052874	0,049684	0,08883	0,064536	0,768584	0,474256	0,099571	0,137342	0,027809	0,342	0,78461	0,06334	0,052748
536,0500000000001	1,607841	0,999271	0,069791	0,032345	0,040587	0,051521	0,046553	0,087809	0,066794	0,73369	0,472204	0,094588	0,139027	0,031152	0,336781	0,788965	0,058815	0,053922
536,1	1,546296	0,994155	0,073233	0,032243	0,039314	0,051379	0,044482	0,089434	0,065953	0,812787	0,469549	0,094704	0,146075	0,028849	0,340608	0,789888	0,059298	0,051873
536,15	1,559638	0,989567	0,071244	0,030876	0,038082	0,052052	0,043054	0,089614	0,065336	0,729331	0,473357	0,097415	0,143086	0,029594	0,343456	0,792152	0,058926	0,051181
536,2	1,609167	0,984803	0,07113	0,028373	0,038217	0,049134	0,04635	0,086366	0,064618	0,772818	0,470846	0,098788	0,145726	0,03526	0,336706	0,800034	0,05867	0,05046
536,25	1,593196	0,98814	0,067953	0,032234	0,033843	0,04918	0,042052	0,088317	0,065864	0,760007	0,473434	0,097771	0,150059	0,034138	0,339097	0,806359	0,059427	0,049752
536,3000000000001	1,596254	0,986592	0,070627	0,031333	0,040369	0,05195	0,039569	0,085664	0,065818	0,724131	0,471927	0,095207	0,147086	0,031083	0,337922	0,783168	0,061274	0,051769
536,35	1,573607	0,991777	0,070032	0,029461	0,034056	0,051596	0,045891	0,088328	0,068724	0,798641	0,47391	0,093698	0,149291	0,0321	0,338997	0,789011	0,05931	0,051875
536,4	1,55095	0,991426	0,067194	0,030125	0,034768	0,050214	0,038354	0,088596	0,06422	0,722073	0,469958	0,09664	0,150787	0,030697	0,332882	0,777531	0,060429	0,049683
536,45	1,577042	0,986401	0,067281	0,032376	0,037042	0,047126	0,035993	0,087764	0,066974	0,826753	0,474999	0,095319	0,148325	0,033896	0,340169	0,78444	0,058381	0,050204
536,5	1,55045	0,993326	0,066939	0,032562	0,036147	0,053372	0,036288	0,087372	0,063254	0,722585	0,472165	0,094413	0,151577	0,033254	0,345177	0,788804	0,059838	0,050529
536,5500000000001	1,58008	0,993345	0,065991	0,031467	0,032665	0,05127	0,034338	0,089609	0,062612	0,724346	0,46988	0,093549	0,149462	0,033454	0,341527	0,776091	0,059697	0,048611
536,6	1,59546	0,988873	0,067823	0,028853	0,033651	0,055297	0,040893	0,088473	0,065714	0,748678	0,466678	0,094223	0,145024	0,030865	0,34202	0,780111	0,061836	0,049559
536,65	1,588605	0,988999	0,066377	0,028011	0,033148	0,049692	0,038274	0,08369	0,063003	0,677147	0,46897	0,093094	0,148007	0,038076	0,335993	0,780611	0,063154	0,048208
536,7	1,568828	0,988156	0,066103	0,030051	0,036571	0,053089	0,033903	0,089823	0,063679	0,726506	0,46806	0,092103	0,145283	0,035617	0,336658	0,764535	0,062107	0,050146
536,75	1,563029	0,99381	0,063163	0,030272	0,032471	0,049766	0,036098	0,08586	0,064082	0,771723	0,469272	0,095118	0,14863	0,037196	0,337962	0,764565	0,061205	0,048363
536,8000000000001	1,579157	0,985151	0,062494	0,025526	0,037354	0,05272	0,035335	0,086249	0,062654	0,75221	0,468446	0,096019	0,148931	0,044946	0,342747	0,771729	0,060666	0,048152
536,85	1,554116	0,986073	0,062365	0,029134	0,034581	0,050429	0,033471	0,081001	0,062841	0,745199	0,466108	0,093246	0,14966	0,039796	0,344089	0,754293	0,061205	0,049067
536,9	1,549133	0,99171	0,061799	0,031647	0,034002	0,051138	0,033895	0,081143	0,063265	0,715312	0,46389	0,096729	0,153006	0,047151	0,343806	0,765104	0,063515	0,048345
536,95	1,585399	0,991891	0,059812	0,026283	0,032295	0,049684	0,031652	0,088076	0,060294	0,704107	0,46503	0,097701	0,150687	0,050111	0,339573	0,780744	0,06424	0,048575
537,0	1,554228	0,988009	0,058678	0,033381	0,033168	0,04843	0,031237	0,082196	0,05911	0,757835	0,470434	0,09673	0,151856	0,056485	0,342733	0,780297	0,063016	0,048178
537,0500000000001	1,584251	0,985393	0,058665	0,031421	0,03886	0,052375	0,033578	0,08404	0,060648	0,721097	0,46545	0,094505	0,156131	0,055395	0,338766	0,758823	0,062238	0,048062
537,1	1,589183	0,992208	0,058883	0,030139	0,032728	0,049972	0,030546	0,086021	0,061286	0,710612	0,463006	0,093426	0,153369	0,054656	0,340167	0,777859	0,06107	0,048037
537,15	1,591927	0,990128	0,056189	0,029084	0,041278	0,048123	0,03074	0,082682	0,062095	0,711494	0,464523	0,097442	0,155724	0,051698	0,34199	0,767049	0,062671	0,049072
537,2	1,585552	0,982241	0,05962	0,0301	0,041039	0,046071	0,031419	0,086562	0,063104	0,68688	0,465243	0,095838	0,159818	0,048489	0,342186	0,777545	0,06251	0,049638
537,25	1,603534	0,987084	0,061081	0,031379	0,043394	0,050332	0,026786	0,082771	0,062253	0,702028	0,466434	0,090713	0,158673	0,044456	0,338384	0,769527	0,065036	0,046857
537,3000000000001	1,592839	0,996312	0,060598	0,029917	0,040664	0,055845	0,027291	0,085236	0,05924	0,709181	0,463213	0,097642	0,155454	0,046436	0,33498	0,757511	0,066408	0,046703
537,35	1,595949	0,988553	0,060467	0,030408	0,037282	0,050894	0,023243	0,084971	0,058856	0,702347	0,462906	0,097005	0,157665	0,042931	0,332618	0,764174	0,064372	0,046548
537,4	1,589943	0,998919	0,064731	0,033484	0,041852	0,0485	0,025838	0,083992	0,061535	0,720727	0,460082	0,09012	0,158887	0,04698	0,333822	0,773041	0,063788	0,048708
537,45	1,58234	0,996361	0,062928	0,0305	0,044334	0,054269	0,034248	0,083064	0,057554	0,611828	0,463103	0,093412	0,158829	0,046044	0,336339	0,768576	0,063964	0,0476
537,5	1,597819	0,98945	0,05713	0,032776	0,041995	0,052378	0,02953	0,081449	0,062616	0,675867	0,46251	0,095191	0,161388	0,050522	0,337058	0,75897	0,064672	0,047601
537,5500000000001	1,61538	0,988787	0,06439	0,030833	0,035971	0,05011	0,033106	0,086466	0,057104	0,690852	0,456719	0,095598	0,165801	0,050428	0,333039	0,766948	0,066755	0,047088
537,6	1,590534	0,994142	0,063442	0,033877	0,037656	0,05098	0,028561	0,077066	0,058779	0,709597	0,460573	0,09869	0,167479	0,04796	0,334272	0,769408	0,065716	0,050406
537,65	1,607711	0,996331	0,066558	0,037017	0,034092	0,046453	0,033377	0,072944	0,056761	0,757524	0,459369	0,09655	0,167641	0,04622	0,33533	0,769147	0,067057	0,050299
537,7	1,568337	0,982432	0,063901	0,030324	0,039448	0,051482	0,034802	0,081259	0,058724	0,673976	0,456972	0,093611	0,167826	0,051955	0,330506	0,767849	0,066025	0,050571
537,75	1,585136	0,98886	0,058572	0,030113	0,036546	0,047523	0,028777	0,07666	0,058041	0,619182	0,458368	0,092513	0,166272	0,048388	0,333557	0,759025	0,065987	0,049267
537,8000000000001	1,534624	0,99467	0,061148	0,035579	0,03069	0,052131	0,034473	0,074643	0,056621	0,702949	0,454314	0,092614	0,168356	0,051363	0,334426	0,756326	0,0673	0,051142
537,85	1,58304	0,991349	0,060473	0,033191	0,032775	0,051062	0,03251	0,080444	0,055253	0,624835	0,456012	0,093917	0,165762	0,050648	0,335437	0,757628	0,067805	0,051094
537,9	1,556687	0,979997	0,062909	0,032193	0,030623	0,04758	0,030949	0,079743	0,057361	0,685455	0,454263	0,095761	0,167291	0,054474	0,33548	0,773006	0,069742	0,052056
537,95	1,567514	0,989134	0,062032	0,034317	0,028007	0,050734	0,032459	0,084487	0,057459	0,712108	0,459168	0,09196	0,169895	0,046525	0,330816	0,757971	0,069088	0,052428
538,0	1,595497	0,996149	0,065063	0,033173	0,027384	0,046638	0,03212	0,079508	0,053756	0,669322	0,457299	0,092429	0,167241	0,049021	0,325804	0,774608	0,068121	0,052258
538,0500000000001	1,591263	0,995551	0,063278	0,032429	0,023831	0,043799	0,035454	0,081795	0,054838	0,744741	0,455613	0,091041	0,162311	0,049666	0,329347	0,756869	0,066936	0,051666
538,1	1,562298	0,987164	0,062674	0,032407	0,022256	0,048158	0,033552	0,077859	0,05413	0,688285	0,457934	0,092659	0,166497	0,055942	0,326924	0,767087	0,068843	0,052812
538,15	1,56943	0,986346	0,059813	0,031255	0,020538	0,048779	0,032107	0,075956	0,053951	0,703399	0,44947	0,092022	0,163523	0,060886	0,331349	0,753564	0,069996	0,051518
538,2	1,597871	0,990754	0,062856	0,035209	0,01841	0,049567	0,032733	0,07295	0,051404	0,68896	0,453841	0,090109	0,16277	0,057808	0,323557	0,76632	0,072752	0,049058
538,25	1,600152	0,99787	0,066886	0,03507	0,01169	0,050881	0,03481	0,075408	0,052327	0,635125	0,456308	0,092857	0,16442	0,05514	0,320297	0,780578	0,070863	0,050232
538,3000000000001	1,566172	0,998439	0,066051	0,033759	0,01566	0,048354	0,032026	0,074777	0,056307	0,622206	0,453544	0,090477	0,162669	0,047707	0,32511	0,777255	0,070398	0,053036
538,35	1,592342	0,990894	0,062665	0,034804	0,014916	0,044313	0,034568	0,073939	0,054934	0,663077	0,45244	0,0879	0,165525	0,049102	0,322373	0,769812	0,066662	0,052879
538,4	1,605328	0,99699	0,063818	0,033242	0,019421	0,045295	0,037864	0,080591	0,053523	0,590598	0,45224	0,088919	0,164288	0,047928	0,322191	0,776259	0,069046	0,05313
538,45	1,593799	0,986978	0,064024	0,033372	0,021636	0,048578	0,032199	0,073448	0,048603	0,681869	0,450628	0,091621	0,163653	0,048602	0,325837	0,761334	0,070121	0,054551
538,5	1,601203	0,993936	0,062685	0,037011	0,023273	0,045215	0,036745	0,07237	0,050528	0,641166	0,449198	0,088086	0,163285	0,039142	0,323225	0,768028	0,071222	0,056335
538,5500000000001	1,566527	0,991668	0,064592	0,036958	0,017697	0,046629	0,033111	0,075779	0,053036	0,633753	0,448737	0,089062	0,1634	0,044495	0,313648	0,78609	0,073165	0,056274
538,6	1,608056	0,993438	0,066683	0,038007	0,023671	0,041504	0,038969	0,074867	0,049968	0,702902	0,451413	0,086401	0,166584	0,041569	0,319595	0,772332	0,073385	0,057464
538,65	1,589968	0,993007	0,067818	0,03809	0,026352	0,04541	0,035577	0,072678	0,051993	0,696575	0,448998	0,089604	0,166331	0,055064	0,318389	0,766865	0,071598	0,056479
538,7	1,547988	0,990057	0,068191	0,036505	0,022791	0,043181	0,040298	0,075705	0,046555	0,66854	0,450439	0,087719	0,166197	0,053451	0,317598	0,766538	0,068813	0,057124
538,75	1,598748	0,989577	0,065543	0,038296	0,031192	0,044491	0,037685	0,065866	0,049225	0,658259	0,449546	0,087163	0,173049	0,049054	0,320778	0,764985	0,069422	0,056793
538,8000000000001	1,555767	0,986316	0,063207	0,040643	0,022952	0,043163	0,03249	0,072365	0,049829	0,713698	0,447836	0,088429	0,166957	0,052964	0,320227	0,772749	0,07192	0,060427
538,85	1,562606	0,997931	0,068481	0,042853	0,031558	0,044373	0,038905	0,072178	0,050311	0,68247	0,448801	0,087854	0,173448	0,052417	0,316379	0,77087	0,072493	0,060091
538,9	1,562915	0,996744	0,064357	0,03876	0,031049	0,045501	0,034162	0,067026	0,048545	0,681088	0,449036	0,09059	0,169172	0,054642	0,32334	0,77458	0,073667	0,063059
538,95	1,582938	0,994884	0,064765	0,039189	0,034106	0,040253	0,036221	0,079619	0,049427	0,6249	0,446395	0,091475	0,175593	0,058313	0,315679	0,768305	0,069642	0,061697
539,0	1,598917	0,991603	0,066703	0,043416	0,035387	0,043905	0,033444	0,065737	0,048061	0,708181	0,44527	0,093052	0,172898	0,051718	0,316784	0,764924	0,069384	0,066366
539,0500000000001	1,582784	0,997057	0,067299	0,041936	0,037021	0,043498	0,03238	0,067225	0,047511	0,630745	0,44693	0,090864	0,177259	0,054418	0,318076	0,774556	0,071297	0,064171
539,1	1,640555	1,004599	0,066876	0,041657	0,041391	0,047655	0,033389	0,068116	0,053239	0,681997	0,4445	0,090744	0,175213	0,055183	0,315555	0,768537	0,07084	0,064896
539,15	1,568866	1,000183	0,070669	0,038504	0,032131	0,0456	0,038573	0,06806	0,050074	0,668818	0,444523	0,093334	0,173658	0,054613	0,313713	0,780458	0,073788	0,063589
539,2	1,567527	0,998553	0,072	0,04586	0,030308	0,043316	0,035355	0,065146	0,048906	0,614361	0,440785	0,092298	0,175376	0,056861	0,319118	0,774161	0,071836	0,065523
539,25	1,610272	1,004778	0,075857	0,048748	0,029616	0,043887	0,034383	0,06863	0,04904	0,684291	0,440733	0,093902	0,17718	0,052076	0,320521	0,762904	0,071466	0,066724
539,3000000000001	1,558093	1,010288	0,075897	0,048492	0,025952	0,045699	0,032138	0,068502	0,048485	0,678534	0,443833	0,093526	0,18051	0,049166	0,323456	0,785067	0,070666	0,065595
539,35	1,598039	1,012379	0,072593	0,04903	0,028659	0,046467	0,035476	0,067039	0,049596	0,599816	0,443847	0,089189	0,178139	0,043963	0,319391	0,769891	0,070281	0,068285
539,4	1,576859	1,007255	0,079775	0,047677	0,026831	0,047025	0,032468	0,065256	0,049253	0,658058	0,438713	0,089355	0,178636	0,041676	0,318874	0,776194	0,071851	0,067285
539,45	1,585261	0,996674	0,074626	0,046406	0,021719	0,045647	0,034262	0,067501	0,048249	0,615096	0,440111	0,091742	0,184938	0,044285	0,325273	0,778864	0,072658	0,068144
539,5	1,608311	1,006725	0,076956	0,054924	0,020898	0,043621	0,032905	0,065303	0,047085	0,637148	0,438299	0,090674	0,177327	0,050021	0,320092	0,778707	0,075342	0,071455
539,5500000000001	1,567864	1,013109	0,074846	0,052727	0,025191	0,045739	0,033891	0,065881	0,040792	0,673271	0,440121	0,089805	0,180733	0,04924	0,322248	0,769697	0,074631	0,069878
539,6	1,541741	1,002265	0,078408	0,054688	0,033147	0,041651	0,030578	0,068872	0,048519	0,62135	0,435347	0,088713	0,18339	0,056859	0,317942	0,776957	0,07449	0,072096
539,65	1,605443	1,015167	0,077116	0,054701	0,033899	0,043671	0,03387	0,061589	0,052229	0,634588	0,436424	0,087359	0,183583	0,052205	0,323328	0,778698	0,073225	0,074989
539,7	1,662771	1,012767	0,081152	0,053595	0,03119	0,041857	0,033136	0,058912	0,043988	0,610743	0,438433	0,088412	0,18394	0,060375	0,318577	0,764487	0,073093	0,077297
539,75	1,586778	1,012336	0,082052	0,053877	0,035636	0,03999	0,033802	0,05547	0,047134	0,668276	0,437065	0,092384	0,183671	0,057613	0,314858	0,773851	0,076782	0,076935
539,8000000000001	1,558986	1,008773	0,082218	0,058499	0,033713	0,04444	0,032396	0,060997	0,048707	0,602626	0,435358	0,086788	0,184456	0,055436	0,318364	0,765252	0,07755	0,075972
539,85	1,580131	1,018229	0,083245	0,057007	0,036303	0,036817	0,032704	0,057496	0,049764	0,646992	0,438355	0,090725	0,188269	0,052845	0,318724	0,779028	0,079713	0,075488
539,9	1,616648	1,013804	0,087697	0,058914	0,037627	0,043913	0,032904	0,058386	0,047574	0,648648	0,433839	0,089701	0,189289	0,05131	0,321625	0,769467	0,079266	0,079325
539,95	1,605888	1,016344	0,083945	0,058021	0,026559	0,043759	0,029053	0,053133	0,047662	0,666668	0,436295	0,084662	0,189004	0,049505	0,318316	0,778224	0,07975	0,081383
540,0	1,589983	1,018018	0,090174	0,062104	0,029369	0,040338	0,029962	0,050866	0,050048	0,626256	0,438984	0,085191	0,193785	0,046513	0,321482	0,769689	0,078743	0,079221
540,0500000000001	1,590495	1,021104	0,089473	0,063786	0,025502	0,041321	0,02813	0,052581	0,045835	0,701282	0,440311	0,086144	0,194249	0,055457	0,315936	0,764393	0,080072	0,078915
540,1	1,614234	1,017417	0,092348	0,062745	0,021084	0,045107	0,032059	0,053827	0,04808	0,645525	0,434751	0,086746	0,193367	0,056745	0,318306	0,759945	0,081177	0,078934
540,15	1,569336	1,015334	0,091322	0,061571	0,018307	0,043882	0,037296	0,051578	0,048592	0,696651	0,434298	0,083369	0,198729	0,058804	0,321805	0,762508	0,082587	0,080632
540,2	1,55398	1,030172	0,090321	0,068384	0,020962	0,043561	0,031492	0,049627	0,045922	0,636548	0,4328	0,081738	0,198391	0,061885	0,319525	0,734113	0,084992	0,079239
540,25	1,602168	1,021763	0,091836	0,06769	0,024927	0,036687	0,029565	0,055442	0,046328	0,633911	0,432223	0,087399	0,200483	0,056083	0,315614	0,746374	0,081395	0,080915
540,3000000000001	1,555694	1,017301	0,094415	0,069449	0,021666	0,045598	0,034012	0,049549	0,043888	0,66242	0,436287	0,082077	0,199756	0,056196	0,315595	0,756035	0,082012	0,082716
540,35	1,578442	1,02761	0,093576	0,070972	0,025787	0,043981	0,031212	0,048429	0,049499	0,647272	0,4333	0,083412	0,203779	0,053235	0,317167	0,762202	0,085236	0,082349
540,4	1,594664	1,025173	0,094913	0,070925	0,032752	0,041784	0,032472	0,050441	0,049856	0,633673	0,436988	0,082159	0,205243	0,051229	0,317953	0,750042	0,086121	0,083963
540,45	1,576421	1,025721	0,093472	0,073196	0,029274	0,037509	0,035637	0,048156	0,045966	0,665713	0,429857	0,086623	0,206649	0,049688	0,312906	0,735803	0,088568	0,08531
540,5	1,594043	1,021862	0,096916	0,071476	0,031935	0,03953	0,03812	0,050294	0,047196	0,634262	0,433633	0,083074	0,20841	0,046782	0,316307	0,759143	0,087826	0,087239
540,5500000000001	1,602294	1,013125	0,102874	0,074741	0,027368	0,044553	0,04159	0,050806	0,046233	0,750111	0,431415	0,081104	0,202572	0,050934	0,315034	0,757435	0,088157	0,084054
540,6	1,615574	1,019531	0,102788	0,072419	0,027704	0,041145	0,036795	0,044824	0,04131	0,732617	0,430426	0,082684	0,204233	0,046411	0,31558	0,740869	0,088237	0,085883
540,65	1,591966	1,017871	0,099107	0,072686	0,031212	0,041041	0,034697	0,043619	0,047892	0,624762	0,430093	0,079226	0,202668	0,046259	0,31885	0,735028	0,08648	0,086249
540,7	1,620893	1,017955	0,104466	0,073509	0,023812	0,041044	0,041096	0,041387	0,047977	0,750731	0,428019	0,076924	0,205805	0,046973	0,313915	0,729536	0,089457	0,086677
540,75	1,597396	1,020124	0,102442	0,069653	0,024766	0,038277	0,03962	0,043755	0,045619	0,633133	0,426604	0,07975	0,203802	0,042243	0,313981	0,728939	0,090607	0,087179
540,8000000000001	1,575696	1,017821	0,103987	0,07807	0,026592	0,043607	0,03992	0,049133	0,043052	0,671655	0,432522	0,080474	0,203854	0,031829	0,316706	0,727964	0,092762	0,087343
540,85	1,583319	1,022974	0,106071	0,070325	0,02852	0,040507	0,03518	0,037557	0,040858	0,769025	0,430436	0,074507	0,20552	0,032413	0,315209	0,734228	0,090707	0,087065
540,9	1,59467	1,021087	0,108518	0,077002	0,033147	0,038363	0,035788	0,041294	0,045526	0,648462	0,427047	0,076195	0,203093	0,035382	0,313731	0,726736	0,092073	0,089205
540,95	1,594465	1,021187	0,109087	0,076692	0,032698	0,041794	0,041315	0,043992	0,044487	0,631884	0,427593	0,077532	0,201611	0,036173	0,313901	0,734935	0,091456	0,08945
541,0	1,575314	1,023588	0,109702	0,07414	0,028229	0,041284	0,040024	0,038452	0,042652	0,695903	0,426705	0,076013	0,201335	0,036674	0,3101	0,721135	0,092614	0,090852
541,0500000000001	1,563316	1,021068	0,111919	0,079654	0,031075	0,037979	0,037423	0,044558	0,042909	0,654495	0,426448	0,074041	0,201634	0,034304	0,306903	0,727409	0,093087	0,089942
541,1	1,564713	1,022101	0,111761	0,080321	0,032016	0,039819	0,035519	0,039597	0,043664	0,647978	0,42488	0,076271	0,201288	0,034599	0,312629	0,702804	0,092934	0,090809
541,15	1,559673	1,019567	0,110306	0,08076	0,027999	0,039254	0,037132	0,034559	0,038492	0,73255	0,427041	0,076089	0,200085	0,034773	0,312712	0,720555	0,093446	0,092961
541,2	1,598333	1,021139	0,116791	0,08326	0,034091	0,037565	0,045525	0,04025	0,03749	0,697515	0,425458	0,073269	0,201873	0,039111	0,317995	0,70935	0,093561	0,094577
541,25	1,594558	1,023407	0,118221	0,079218	0,029991	0,04248	0,039326	0,036131	0,038342	0,701236	0,424196	0,072492	0,202149	0,046765	0,308365	0,720057	0,093411	0,091825
541,3000000000001	1,564089	1,021987	0,115015	0,082852	0,025307	0,036299	0,042038	0,044487	0,03884	0,729945	0,419966	0,074909	0,199956	0,043667	0,314703	0,720301	0,093257	0,092779
541,35	1,578031	1,017712	0,117258	0,079277	0,027885	0,039297	0,043516	0,036893	0,039901	0,544073	0,423598	0,06925	0,201089	0,042889	0,308176	0,70961	0,094359	0,092904
541,4	1,587746	1,015179	0,118158	0,084411	0,031357	0,038264	0,049036	0,033955	0,035391	0,696609	0,420283	0,066533	0,19564	0,04017	0,312616	0,702757	0,092491	0,093154
541,45	1,557831	1,017086	0,121468	0,0818	0,024693	0,038139	0,044342	0,032304	0,041015	0,647106	0,418952	0,070614	0,200654	0,044132	0,306237	0,696033	0,096261	0,093056
541,5	1,594612	1,021044	0,124048	0,082738	0,023337	0,040186	0,04275	0,030978	0,035804	0,630782	0,420532	0,069181	0,197306	0,035661	0,307336	0,701591	0,094358	0,090969
541,5500000000001	1,596664	1,02201	0,121434	0,0837	0,02279	0,036048	0,043033	0,029459	0,032772	0,629231	0,420312	0,067101	0,194169	0,031217	0,310861	0,714786	0,096222	0,095212
541,6	1,576738	1,025021	0,124481	0,085388	0,019118	0,039073	0,044461	0,028774	0,033661	0,638035	0,416706	0,064941	0,199683	0,030881	0,304967	0,711299	0,093239	0,094382
541,65	1,56497	1,024419	0,122562	0,084253	0,018733	0,037712	0,047946	0,029732	0,038016	0,702097	0,417712	0,067706	0,197672	0,028776	0,305974	0,704927	0,095045	0,097148
541,7	1,587102	1,026403	0,126831	0,086224	0,019566	0,039262	0,045386	0,02749	0,033786	0,736102	0,417165	0,06832	0,198803	0,034574	0,302738	0,72202	0,097342	0,097363
541,75	1,603448	1,027531	0,125382	0,08741	0,022719	0,038012	0,042183	0,024493	0,033138	0,70366	0,417577	0,065838	0,192769	0,031421	0,308737	0,705029	0,09683	0,097803
541,8000000000001	1,583031	1,019415	0,12895	0,091	0,015331	0,036317	0,040876	0,030535	0,035533	0,673562	0,410648	0,062008	0,196782	0,027383	0,303421	0,712049	0,099398	0,099589
541,85	1,603633	1,017918	0,131181	0,087711	0,014481	0,034758	0,037619	0,03263	0,034137	0,680235	0,410875	0,065294	0,195774	0,021193	0,307714	0,704967	0,098267	0,10084
541,9	1,597407	1,017803	0,129551	0,087082	0,010826	0,038089	0,037319	0,027965	0,032922	0,745353	0,411244	0,063997	0,195558	0,016378	0,302958	0,705652	0,097955	0,099282
541,95	1,595385	1,016996	0,130687	0,090293	0,011057	0,041439	0,036248	0,029334	0,03255	0,707966	0,41406	0,05949	0,198577	0,015373	0,300862	0,707702	0,096298	0,097628
542,0	1,56117	1,017663	0,136249	0,091712	0,015896	0,035882	0,036813	0,028483	0,032713	0,661315	0,412835	0,061576	0,196109	0,018779	0,308107	0,704634	0,09723	0,099813
542,0500000000001	1,570129	1,01282	0,135743	0,09152	0,018272	0,029995	0,035397	0,040778	0,030694	0,735024	0,406855	0,059451	0,196397	0,02077	0,306217	0,694792	0,101117	0,097509
542,1	1,574193	1,022785	0,14338	0,093533	0,024874	0,032739	0,032104	0,029962	0,029134	0,63807	0,411298	0,055387	0,19373	0,0147	0,308011	0,704798	0,100438	0,096005
542,15	1,612502	1,014776	0,143297	0,095026	0,032396	0,035069	0,035599	0,030715	0,031388	0,63488	0,413222	0,059078	0,201224	0,015356	0,306443	0,715181	0,099232	0,097658
542,2	1,577624	1,016248	0,146259	0,095556	0,033166	0,035743	0,03484	0,033207	0,031588	0,713756	0,411929	0,059014	0,196949	0,012334	0,307879	0,713618	0,099968	0,099545
542,25	1,6071	1,017788	0,146585	0,095426	0,033355	0,037529	0,03217	0,033763	0,030014	0,621765	0,411843	0,062234	0,198818	0,011272	0,30627	0,707711	0,098912	0,097839
542,3000000000001	1,595367	1,010079	0,141938	0,092764	0,036832	0,031611	0,035601	0,033504	0,028922	0,674105	0,410223	0,055832	0,199278	0,01113	0,306102	0,704577	0,098844	0,097238
542,35	1,575907	1,012744	0,149272	0,092628	0,038615	0,037806	0,034136	0,031063	0,029441	0,66279	0,411873	0,05889	0,197103	0,011868	0,312599	0,720218	0,098254	0,099741
542,4	1,60529	1,009454	0,147612	0,094543	0,03345	0,038104	0,037408	0,031371	0,027188	0,690861	0,411336	0,059425	0,196657	0,012787	0,308963	0,723464	0,100122	0,101731
542,45	1,60371	1,016354	0,148536	0,097848	0,032458	0,038208	0,034495	0,026348	0,028443	0,660147	0,410185	0,057251	0,199145	0,010022	0,30755	0,726741	0,099391	0,101211
542,5	1,570697	1,005098	0,156241	0,098244	0,033022	0,037713	0,034956	0,030059	0,028778	0,6794	0,405649	0,054176	0,201525	0,00914	0,305019	0,735138	0,098554	0,10125
542,5500000000001	1,605309	1,016441	0,150867	0,099026	0,03037	0,041214	0,034423	0,033011	0,026506	0,744065	0,411357	0,059272	0,199918	0,007403	0,309214	0,718599	0,09868	0,101796
542,6	1,592864	1,009628	0,151939	0,100919	0,032301	0,037151	0,036028	0,041224	0,028222	0,778196	0,408333	0,058799	0,197738	0,009758	0,311383	0,707222	0,099297	0,101517
542,65	1,581678	1,012949	0,148474	0,094828	0,028317	0,031711	0,033985	0,036947	0,027302	0,688374	0,405599	0,05485	0,203387	0,006619	0,308977	0,71317	0,099678	0,10285
542,7	1,588632	1,01286	0,149293	0,098922	0,028838	0,033621	0,036598	0,039697	0,029624	0,714789	0,406484	0,052202	0,202849	0,01058	0,315773	0,726295	0,102019	0,101099
542,75	1,594339	1,011937	0,151979	0,10371	0,030213	0,033111	0,031696	0,037553	0,026376	0,742351	0,407163	0,056995	0,208851	0,009281	0,309784	0,733527	0,101431	0,101367
542,8000000000001	1,602324	1,002908	0,152848	0,103028	0,030364	0,035855	0,033339	0,041937	0,030014	0,652938	0,401208	0,051825	0,206235	0,002109	0,315063	0,73007	0,103185	0,100978
542,85	1,576198	1,005073	0,15379	0,105407	0,025392	0,034311	0,036427	0,037864	0,03047	0,692138	0,401348	0,050776	0,211919	0,005282	0,312725	0,720727	0,104424	0,101001
542,9	1,590752	1,012445	0,153532	0,105762	0,028432	0,036147	0,031153	0,039576	0,02484	0,624904	0,401591	0,04903	0,214881	0,006914	0,310329	0,727461	0,10331	0,104853
