timestamp,X,Y,Z
1764069961893,-0.021548,0.055067,9.861717
1764069961901,-0.057461,0.083797,9.651027
1764069961909,-0.079009,0.100556,9.725247
1764069961917,-0.014365,0.040701,9.840169
1764069961925,0.019154,0.052672,9.904813
1764069961933,0.016759,0.067038,9.935937
1764069961941,-0.021548,0.074220,9.849746
1764069961949,-0.023942,0.069432,9.782708
1764069961957,-0.023942,0.074220,9.773131
1764069961965,-0.019154,0.052672,9.866506
1764069961973,0.007183,0.055067,9.871294
1764069961981,-0.014365,0.050278,9.856929
1764069961989,-0.031125,0.050278,9.809045
1764069961997,-0.014365,0.052672,9.818622
1764069962005,-0.016759,0.052672,9.837775
1764069962013,0.004788,0.067038,9.844957
1764069962021,-0.007183,0.050278,9.840169
1764069962029,-0.009577,0.052672,9.840169
1764069962037,-0.004788,0.059855,9.818622
1764069962045,-0.014365,0.067038,9.823410
1764069962053,-0.011971,0.047884,9.840169
1764069962061,-0.028730,0.055067,9.835381
1764069962069,-0.016759,0.071826,9.840169
1764069962077,0.000000,0.069432,9.840169
1764069962085,-0.011971,0.052672,9.832987
1764069962093,0.000000,0.050278,9.837775
1764069962101,-0.002394,0.050278,9.830592
1764069962109,0.002394,0.079009,9.825804
1764069962117,0.004788,0.047884,9.847352
1764069962125,-0.021548,0.064643,9.832987
1764069962133,-0.007183,0.069432,9.842564
1764069962141,-0.016759,0.055067,9.828198
1764069962149,-0.011971,0.050278,9.832987
1764069962157,-0.011971,0.050278,9.842564
1764069962165,-0.016759,0.043096,9.830592
1764069962173,-0.021548,0.040701,9.835381
1764069962181,-0.009577,0.043096,9.835381
1764069962189,-0.023942,0.047884,9.842564
1764069962197,0.004788,0.050278,9.837775
1764069962205,0.000000,0.059855,9.842564
1764069962213,-0.019154,0.055067,9.832987
1764069962221,-0.014365,0.067038,9.854534
1764069962229,-0.004788,0.047884,9.830592
1764069962237,-0.014365,0.057461,9.825804
1764069962245,-0.007183,0.059855,9.847352
1764069962253,0.009577,0.062249,9.832987
1764069962261,-0.023942,0.064643,9.844957
1764069962269,-0.014365,0.083797,9.830592
1764069962277,-0.016759,0.062249,9.837775
1764069962285,-0.004788,0.069432,9.828198
1764069962293,0.004788,0.071826,9.842564
1764069962301,-0.007183,0.062249,9.837775
1764069962309,-0.002394,0.064643,9.835381
1764069962317,-0.014365,0.040701,9.854534
1764069962325,-0.007183,0.043096,9.832987
1764069962333,-0.002394,0.059855,9.844957
1764069962341,-0.019154,0.076614,9.840169
1764069962349,-0.007183,0.040701,9.844957
1764069962357,-0.004788,0.064643,9.830592
1764069962365,-0.014365,0.062249,9.844957
1764069962373,0.000000,0.064643,9.837775
1764069962381,-0.026336,0.050278,9.830592
1764069962389,-0.009577,0.055067,9.842564
1764069962397,-0.009577,0.062249,9.830592
1764069962405,-0.021548,0.071826,9.844957
1764069962413,-0.002394,0.079009,9.828198
1764069962421,-0.007183,0.059855,9.852140
1764069962429,-0.004788,0.067038,9.837775
1764069962437,-0.002394,0.052672,9.830592
1764069962445,-0.002394,0.069432,9.835381
1764069962453,-0.019154,0.074220,9.830592
1764069962461,-0.016759,0.057461,9.821015
1764069962469,0.002394,0.057461,9.849746
1764069962477,-0.009577,0.069432,9.837775
1764069962485,-0.007183,0.050278,9.825804
1764069962493,-0.019154,0.059855,9.828198
1764069962501,-0.014365,0.055067,9.835381
1764069962509,-0.011971,0.059855,9.854534
1764069962517,-0.028730,0.033519,9.832987
1764069962525,-0.009577,0.064643,9.840169
1764069962533,0.000000,0.069432,9.844957
1764069962541,-0.026336,0.069432,9.837775
1764069962549,-0.007183,0.057461,9.847352
1764069962557,-0.011971,0.055067,9.847352
1764069962565,-0.007183,0.062249,9.823410
1764069962573,-0.002394,0.067038,9.840169
1764069962581,-0.016759,0.062249,9.823410
1764069962589,-0.007183,0.057461,9.852140
1764069962597,-0.026336,0.057461,9.832987
1764069962605,-0.009577,0.071826,9.830592
1764069962613,-0.023942,0.055067,9.832987
1764069962621,-0.023942,0.067038,9.830592
1764069962629,-0.007183,0.067038,9.830592
1764069962637,-0.002394,0.067038,9.840169
1764069962645,0.002394,0.074220,9.830592
1764069962653,-0.014365,0.057461,9.828198
1764069962661,0.004788,0.057461,9.835381
1764069962669,-0.011971,0.064643,9.830592
1764069962677,0.011971,0.040701,9.840169
1764069962685,-0.007183,0.071826,9.825804
1764069962693,-0.016759,0.067038,9.832987
1764069962701,0.000000,0.059855,9.844957
1764069962709,-0.021548,0.047884,9.835381
1764069962717,-0.019154,0.064643,9.854534
1764069962725,-0.019154,0.069432,9.832987
1764069962733,0.002394,0.050278,9.852140
1764069962741,0.004788,0.057461,9.854534
1764069962749,-0.004788,0.038307,9.832987
1764069962757,-0.009577,0.047884,9.847352
1764069962765,-0.019154,0.074220,9.837775
1764069962773,0.000000,0.081403,9.837775
1764069962781,0.004788,0.062249,9.832987
1764069962789,0.000000,0.040701,9.832987
1764069962797,-0.014365,0.062249,9.847352
1764069962805,-0.014365,0.069432,9.832987
1764069962813,-0.011971,0.074220,9.849746
1764069962821,-0.004788,0.067038,9.832987
1764069962829,0.004788,0.059855,9.842564
1764069962837,-0.011971,0.059855,9.840169
1764069962845,-0.002394,0.071826,9.840169
1764069962853,-0.014365,0.062249,9.832987
1764069962861,-0.023942,0.071826,9.852140
1764069962869,-0.031125,0.057461,9.837775
1764069962877,-0.004788,0.057461,9.847352
1764069962885,-0.028730,0.052672,9.844957
1764069962893,-0.007183,0.057461,9.842564
1764069962901,-0.014365,0.052672,9.842564
1764069962909,-0.007183,0.043096,9.832987
1764069962917,-0.014365,0.067038,9.847352
1764069962925,-0.016759,0.071826,9.859323
1764069962933,-0.011971,0.055067,9.847352
1764069962941,-0.009577,0.064643,9.837775
1764069962949,-0.019154,0.045490,9.854534
1764069962957,-0.019154,0.064643,9.832987
1764069962965,-0.007183,0.050278,9.842564
1764069962973,-0.023942,0.086191,9.844957
1764069962981,-0.007183,0.064643,9.840169
1764069962989,-0.023942,0.055067,9.842564
1764069962997,-0.038307,0.047884,9.825804
1764069963005,-0.023942,0.050278,9.844957
1764069963013,-0.014365,0.055067,9.825804
1764069963021,-0.019154,0.055067,9.823410
1764069963029,-0.002394,0.050278,9.852140
1764069963037,-0.002394,0.043096,9.828198
1764069963045,-0.014365,0.064643,9.835381
1764069963053,-0.011971,0.074220,9.847352
1764069963061,-0.014365,0.059855,9.823410
1764069963069,-0.011971,0.057461,9.837775
1764069963077,0.002394,0.050278,9.837775
1764069963085,-0.014365,0.067038,9.828198
1764069963093,-0.007183,0.071826,9.840169
1764069963101,-0.021548,0.064643,9.844957
1764069963109,-0.011971,0.057461,9.835381
1764069963117,-0.011971,0.050278,9.840169
1764069963125,0.000000,0.067038,9.849746
1764069963133,-0.011971,0.076614,9.842564
1764069963141,-0.002394,0.069432,9.837775
1764069963149,-0.021548,0.062249,9.835381
1764069963157,-0.007183,0.052672,9.844957
1764069963165,-0.011971,0.047884,9.835381
1764069963173,-0.004788,0.067038,9.844957
1764069963181,0.007183,0.055067,9.840169
1764069963189,0.000000,0.071826,9.844957
1764069963197,-0.004788,0.047884,9.828198
1764069963205,-0.021548,0.040701,9.847352
1764069963213,-0.007183,0.062249,9.861717
1764069963221,-0.026336,0.067038,9.835381
1764069963229,-0.014365,0.069432,9.840169
1764069963237,-0.016759,0.086191,9.840169
1764069963245,0.000000,0.071826,9.847352
1764069963253,-0.011971,0.071826,9.840169
1764069963261,-0.007183,0.067038,9.837775
1764069963269,-0.009577,0.069432,9.823410
1764069963277,-0.011971,0.052672,9.832987
1764069963285,-0.007183,0.064643,9.832987
1764069963293,-0.004788,0.067038,9.832987
1764069963301,-0.007183,0.047884,9.847352
1764069963309,-0.023942,0.050278,9.837775
1764069963317,-0.007183,0.038307,9.830592
1764069963325,-0.011971,0.059855,9.852140
1764069963333,-0.007183,0.059855,9.818622
1764069963341,-0.016759,0.045490,9.821015
1764069963349,-0.019154,0.052672,9.844957
1764069963357,-0.016759,0.052672,9.825804
1764069963365,-0.023942,0.035913,9.861717
1764069963373,-0.004788,0.059855,9.847352
