Frequenz - Plot 0	Amplitude - Plot 0
0	0
0	0,000357998
0	-0,000330384
0	0,000214105
0	4,44E-05
0	-4,73E-05
1	0,000238501
1	0,000106546
1	0,000344575
1	0,000582626
1	0,000569519
1	0,000375929
1	0,000481461
1	0,000469782
1	0,000422028
2	0,000266846
2	0,000201162
2	7,00E-05
2	0,000107453
2	5,10E-05
2	-8,25E-05
2	1,20E-05
2	-0,000109809
2	0,000128278
2	0,000185927
2	0,000323893
3	0,000692887
3	8,74E-05
3	-0,000470073
3	-0,000134958
3	-0,000307277
3	-0,000155621
3	-0,000148259
3	-2,14E-05
3	1,31E-05
4	3,12E-05
4	0,0001202
4	6,90E-05
4	-4,52E-05
4	-0,0001707
4	-0,000301724
4	-0,000413053
4	-0,000608831
4	-0,000745581
4	-0,000756791
4	-0,000855188
5	-0,00101906
5	-0,00114779
5	-0,0013351
5	-0,00158222
5	-0,00184038
5	-0,0021339
5	-0,00243692
5	-0,00265276
5	-0,00266111
6	-0,00258682
6	-0,00234558
6	-0,00196982
6	-0,00151523
6	-0,00121914
6	-0,000683112
6	-0,000446349
6	-0,000151209
6	-8,65E-05
6	-0,00014384
6	-0,000292717
7	-0,000371799
7	-0,000561142
7	-0,000571576
7	-0,000608194
7	-0,000347879
7	-4,19E-05
7	0,000379724
7	0,000390243
7	0,000400021
8	0,000493078
8	0,000478187
8	0,000605787
8	0,000698344
8	0,000677766
8	0,000531989
8	0,00039011
8	0,000253222
8	0,000252951
8	0,000127044
8	0,000331718
9	0,000488876
9	0,000715623
9	0,00105421
9	0,00118479
9	0,00134069
9	0,00139556
9	0,001346
9	0,000863855
9	0,000695795
10	0,000601803
10	0,0014479
10	0,000960293
10	0,00180375
10	0,00202271
10	0,00265671
10	0,00277513
10	0,00295157
10	0,00318243
10	0,00310605
10	0,00236738
11	0,00174356
11	0,000645532
11	0,00035107
11	-4,81E-05
11	0,000366335
11	0,00105934
11	0,00216282
11	0,00357714
11	0,0050248
12	0,00501949
12	0,00498261
12	0,00522312
12	0,00479948
12	0,00432047
12	0,00350515
12	0,00254904
12	0,00168534
12	0,00102163
12	0,000657444
12	0,000435933
13	0,000341663
13	0,00028797
13	0,000321262
13	0,000273183
13	0,000242966
13	0,000162695
13	0,000180188
13	0,000194412
13	0,000424301
14	0,000518111
14	0,000634547
14	0,000598731
14	0,000600577
14	0,000428744
14	0,000243233
14	0,000101248
14	-2,15E-05
14	5,65E-05
14	0,000302529
14	0,000600402
15	0,000855571
15	0,000942908
15	0,000883265
15	0,000661916
15	0,000308972
15	-2,53E-05
15	-0,00012187
15	-0,000165097
15	-6,22E-05
16	5,80E-05
16	0,000202402
16	0,000241707
16	0,000609471
16	0,000628742
16	0,000575821
16	0,000212644
16	-0,000224528
16	-0,000463144
16	-0,000793373
16	-0,000998708
17	-0,000898262
17	-0,000715833
17	-0,000391364
17	7,51E-05
17	0,000497832
17	0,000563805
17	0,000372
17	-0,000123678
17	-0,000786523
18	-0,00169909
18	-0,00236508
18	-0,00291062
18	-0,003089
18	-0,00288535
18	-0,00234796
18	-0,00171758
18	-0,00101403
18	-0,000566149
18	-0,00046176
18	-0,000466741
19	-0,000629428
19	-0,000829294
19	-0,000762977
19	-0,000374742
19	0,000249711
19	0,000929767
19	0,0016238
19	0,00197824
19	0,0018887
20	0,00145961
20	0,000619729
20	-0,000298868
20	-0,000941827
20	-0,00120029
20	-0,00118104
20	-0,000895492
20	-0,000245405
20	0,000177748
20	0,000316772
20	0,000369266
21	0,000299323
21	-5,39E-05
21	-0,000282477
21	-0,000501923
21	-0,000516348
21	-0,000478615
21	-0,00051113
21	-0,000467549
21	-0,000290236
22	-0,000349305
22	-0,000351514
22	-0,000250399
22	-0,000346075
22	-0,000260575
22	-0,000295403
22	-0,000257806
22	-0,000229651
22	-0,000254815
22	-0,000205054
22	-0,000223719
23	-0,000269364
23	-0,000347962
23	-0,000548283
23	-0,00076436
23	-0,000949525
23	-0,00110275
23	-0,00128103
23	-0,0013237
23	-0,00118588
24	-0,000995036
24	-0,000949254
24	-0,000882
24	-0,00102437
24	-0,00116194
24	-0,00131281
24	-0,00134431
24	-0,00123544
24	-0,000774294
24	-0,000340974
24	-4,40E-06
25	0,000132047
25	-3,44E-05
25	-0,000533865
25	-0,0012089
25	-0,00124019
25	-0,00102384
25	-0,00090021
25	-0,000739695
25	-0,000508772
26	-0,000434274
26	-0,000338525
26	-0,00047763
26	-0,000519584
26	-0,000690095
26	-0,000779028
26	-0,00086351
26	-0,000914311
26	-0,000920571
26	-0,000960321
26	-0,000917883
27	-0,000962501
27	-0,000940219
27	-0,000946299
27	-0,000965546
27	-0,00105148
27	-0,00110405
27	-0,00117869
27	-0,00120795
27	-0,00128163
28	-0,00131794
28	-0,0013415
28	-0,0014285
28	-0,00142292
28	-0,00155115
28	-0,00157915
28	-0,00165683
28	-0,00169183
28	-0,00177043
28	-0,0018742
28	-0,00191653
29	-0,00204295
29	-0,00211589
29	-0,0022282
29	-0,00226928
29	-0,00241795
29	-0,00246603
29	-0,00258257
29	-0,00267299
29	-0,00280333
30	-0,00290828
30	-0,0030447
30	-0,00316062
30	-0,00330862
30	-0,0034548
30	-0,0036705
30	-0,00378592
30	-0,00399058
30	-0,00407935
30	-0,00435255
30	-0,00441525
31	-0,00466123
31	-0,00481784
31	-0,00505424
31	-0,00515312
31	-0,0052954
31	-0,00559753
31	-0,0057885
31	-0,00593995
31	-0,00610493
32	-0,00628783
32	-0,00641401
32	-0,00660203
32	-0,00663548
32	-0,00669715
32	-0,00672784
32	-0,00681968
32	-0,00679994
32	-0,00685112
32	-0,00685097
32	-0,00702998
33	-0,00701549
33	-0,00709332
33	-0,00696433
33	-0,00692454
33	-0,00687418
33	-0,00675963
33	-0,00651177
33	-0,00643817
33	-0,00625032
34	-0,00608882
34	-0,00580754
34	-0,00541163
34	-0,00508925
34	-0,0048146
34	-0,00435714
34	-0,00386784
34	-0,00320114
34	-0,00257128
34	-0,00185587
34	-0,00110852
35	-0,000346907
35	0,000414857
35	0,000983135
35	0,00154732
35	0,00200811
35	0,00239891
35	0,00251023
35	0,00237483
35	0,00180544
36	0,00121038
36	0,000330752
36	-0,000607417
36	-0,00163003
36	-0,0022024
36	-0,00191188
36	-0,000946778
36	-0,000853224
36	-0,000662992
36	-0,000731971
36	-0,000592654
37	-0,000508294
37	-0,000353553
37	-0,000153189
37	6,01E-05
37	0,000338808
37	0,00044342
37	0,000713486
37	0,000757387
37	0,000967003
38	0,00116907
38	0,00137088
38	0,00149297
38	0,00151728
38	0,0013543
38	0,000998661
38	0,000579782
38	0,000407701
38	0,000258577
38	0,000417435
38	0,000593471
39	0,000769675
39	0,00088915
39	0,000783081
39	0,000710203
39	0,000612183
39	0,000568785
39	0,00061593
39	0,000573965
39	0,000504796
40	0,000522619
40	0,000581496
40	0,000601102
40	0,000650113
40	0,000613168
40	0,000462398
40	0,000275284
40	0,000226077
40	0,000220737
40	0,000455089
40	0,000869779
41	0,000683191
41	0,000573423
41	0,000629523
41	0,000586544
41	0,000597273
41	0,000509787
41	0,000536729
41	0,000436906
41	0,000459465
42	0,000364673
42	0,000313584
42	0,000239986
42	0,000174141
42	0,000203847
42	0,000144836
42	7,30E-05
42	8,60E-05
42	0,000125704
42	8,86E-05
42	0,000215559
43	0,000143488
43	0,000224287
43	0,000220063
43	0,000346855
43	0,000255927
43	0,000295726
43	0,000269002
43	0,00027969
43	0,000214187
44	0,000253971
44	0,000251076
44	0,000201864
44	0,000230986
44	0,000221845
44	0,000237877
44	0,000191912
44	0,000196052
44	0,000189429
44	0,000152776
44	0,000187327
45	0,000169887
45	0,000141931
45	0,000182062
45	0,000169676
45	0,00018174
45	0,000172637
45	0,000163606
45	0,000206179
45	0,000138639
46	0,000121132
46	0,000124787
46	9,20E-05
46	0,000119585
46	9,36E-05
46	8,73E-05
46	9,47E-05
46	5,89E-05
46	8,56E-05
46	7,55E-05
46	0,000111411
47	0,000111931
47	0,000117441
47	0,000125969
47	0,000127987
47	0,000122731
47	0,000144779
47	0,00011179
47	0,000111165
47	0,000115725
48	0,000113783
48	0,000101866
48	0,000106607
48	0,000101587
48	9,08E-05
48	8,23E-05
48	7,50E-05
48	8,36E-05
48	6,60E-05
48	5,98E-05
48	5,51E-05
49	3,09E-05
49	4,33E-05
49	4,04E-05
49	4,57E-05
49	4,74E-05
49	4,18E-05
49	3,42E-05
49	5,60E-05
49	2,27E-05
50	6,00E-05
50	7,57E-05
50	5,02E-05
50	6,77E-05
50	4,54E-05
50	7,50E-05
