timestamp,X,Y,Z
1764071643263,-0.015268,0.136815,9.653725
1764071643273,-0.024399,0.179926,9.717792
1764071643283,-0.01931,0.072749,9.949959
1764071643293,-0.012424,0.197739,9.657318
1764071643303,-0.016166,0.087568,9.819281
1764071643314,-0.01452,0.100142,9.844428
1764071643324,-0.043709,0.13457,9.631421
1764071643334,-0.021106,0.113015,9.944271
1764071643344,-0.017663,0.218396,9.710607
1764071643354,-0.002395,0.205223,9.823622
1764071643364,-0.015418,0.156425,9.846075
1764071643374,-0.011227,0.132624,9.686507
1764071643384,-0.018861,0.063468,9.864187
1764071643394,-0.039518,0.087269,9.701925
1764071643404,-0.003892,0.111967,9.787247
1764071643414,-0.013622,0.141755,9.825867
1764071643424,-0.013023,0.16825,9.742041
1764071643434,-0.00943,0.139809,9.846075
1764071643444,-0.022453,0.146695,9.773476
1764071643454,-0.015568,0.124691,9.769584
1764071643464,-0.018412,0.130229,9.841135
1764071643474,-0.004042,0.134121,9.735305
1764071643484,-0.027692,0.132175,9.840836
1764071643494,-0.013023,0.133373,9.744736
1764071643504,-0.009879,0.15388,9.825867
1764071643514,-0.01901,0.121996,9.760603
1764071643524,-0.010478,0.154778,9.823472
1764071643535,-0.018412,0.113165,9.758357
1764071643545,-0.023351,0.136217,9.821227
1764071643555,-0.02874,0.133373,9.744586
1764071643565,-0.01422,0.148791,9.822873
1764071643575,-0.024549,0.127834,9.741143
1764071643585,-0.016316,0.132475,9.818832
1764071643595,-0.017663,0.123793,9.771829
1764071643605,-0.016615,0.150587,9.808204
1764071643615,-0.013921,0.138761,9.789942
1764071643625,-0.017364,0.149689,9.78096
1764071643635,-0.023801,0.121398,9.794432
1764071643645,-0.022453,0.119901,9.791588
1764071643655,-0.006137,0.119601,9.777368
1764071643665,-0.036524,0.130079,9.808204
1764071643675,-0.021106,0.130529,9.767638
1764071643685,-0.013173,0.135618,9.796827
1764071643695,-0.02889,0.140558,9.776021
1764071643705,-0.01422,0.140408,9.782158
1764071643715,-0.027992,0.144899,9.79578
1764071643725,-0.020807,0.142055,9.761351
1764071643735,-0.020657,0.146695,9.809701
1764071643745,-0.018561,0.130529,9.766141
1764071643755,-0.012724,0.128433,9.820628
1764071643766,-0.010029,0.126337,9.764195
1764071643776,-0.02395,0.147593,9.805509
1764071643786,-0.016915,0.143102,9.75222
1764071643796,-0.022304,0.150138,9.814042
1764071643806,-0.013921,0.141156,9.778416
1764071643816,0.002694,0.131876,9.79084
1764071643826,-0.018412,0.136366,9.782757
1764071643836,-0.012274,0.137564,9.792636
1764071643846,-0.03353,0.124242,9.76674
1764071643856,-0.020358,0.132325,9.797726
1764071643866,-0.025597,0.133971,9.775572
1764071643876,-0.01916,0.147443,9.819281
1764071643886,-0.020058,0.119601,9.775721
1764071643896,-0.037422,0.136965,9.808353
1764071643906,-0.024699,0.122894,9.751172
1764071643916,-0.018861,0.135468,9.823322
1764071643926,-0.018262,0.14445,9.77647
1764071643936,-0.007484,0.13457,9.811347
1764071643946,-0.02889,0.133373,9.780661
1764071643956,-0.015568,0.14415,9.791139
1764071643966,-0.015268,0.128732,9.792486
1764071643976,-0.019909,0.147593,9.790391
1764071643987,-0.01931,0.136516,9.801767
1764071643997,-0.026794,0.142803,9.792486
1764071644007,-0.033979,0.140558,9.793085
1764071644017,-0.014819,0.126936,9.79084
1764071644027,-0.016615,0.134271,9.774224
1764071644037,-0.020807,0.141755,9.788894
1764071644047,-0.019609,0.137115,9.783355
1764071644057,-0.017364,0.133223,9.792935
1764071644067,-0.026345,0.137863,9.770033
1764071644077,-0.017214,0.136666,9.778565
1764071644087,-0.01901,0.13457,9.807006
1764071644097,-0.011676,0.124541,9.779613
1764071644107,-0.025148,0.119901,9.804611
1764071644117,-0.001497,0.13487,9.773925
1764071644127,-0.011077,0.132325,9.806258
1764071644137,-0.018861,0.138911,9.771829
1764071644147,-0.011376,0.128433,9.808503
1764071644157,-0.014071,0.13487,9.77617
1764071644167,-0.027992,0.133223,9.78126
1764071644177,-0.010628,0.128283,9.774224
1764071644187,-0.016017,0.138612,9.788894
1764071644197,-0.025148,0.141905,9.798624
1764071644208,-0.014819,0.148042,9.79069
1764071644218,-0.023651,0.147593,9.787846
1764071644228,-0.006287,0.136067,9.791139
1764071644238,-0.031435,0.118254,9.792037
1764071644248,-0.012574,0.119601,9.783655
1764071644258,-0.020358,0.125739,9.775721
