LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	,
Multi_Headings	Yes
X_Columns	No
Time_Pref	Relative
Operator	S2410566017
Date	2026/01/13
Time	11:00:14,5830648249998622854
***End_of_Header***	
	
Channels	3			
Samples	60000	60000	60000	
Date	2026/01/13	2026/01/13	2026/01/13	
Time	11:00:19,3526358604431152344	11:00:14,5830648249998622854	11:00:14,5830648249998622854	
Y_Unit_Label		g	Newtons	
X_Dimension	Time	Time	Time	
X0	0,0000000000000000E+0	0,0000000000000000E+0	0,0000000000000000E+0	
Delta_X	1,000000	7,812500E-5	7,812500E-5	
***End_of_Header***				
X_Value	Untitled	Acceleration	Force	Comment
	0,000000	-0,004380	2,177979
	0,006103	-0,003809	2,231461
	-0,001899	-0,003287	2,054971
	-0,002243	-0,003533	2,169957
	0,003322	-0,003497	2,113801
	0,003362	-0,004911	2,062993
	0,000961	-0,003314	2,137868
	-0,003649	-0,002990	2,186001
	-0,005418	-0,002305	2,054971
	-0,004175	-0,003035	1,996141
	-0,005012	-0,003515	2,127171
	-0,011937	-0,004551	2,127171
	-0,018832	-0,003416	2,012186
	-0,028050	-0,003083	2,092408
	-0,069164	-0,004047	2,052297
	-0,069550	-0,003251	2,228787
	-0,038214	-0,003383	2,116475
	-0,022454	-0,003890	2,057645
	-0,012308	-0,002948	2,065667
	-0,007646	-0,003512	2,030904
	-0,007815	-0,002936	1,918593
	-0,005808	-0,003341	2,279594
	4,461743E-5	-0,003158	2,292965
	0,005016	-0,003284	2,177979
	0,005522	-0,002605	2,250179
	0,006168	-0,002272	1,915919
	0,003309	-0,002807	2,071016
	-0,002324	-0,003197	2,239483
	-0,007757	-0,003209	2,180653
	-0,005741	-0,003254	2,044275
	-0,008968	-0,003794	2,132520
	-0,009737	-0,003620	2,183327
	-0,009339	-0,002104	2,004163
	-0,003894	-0,003347	2,052297
	-0,001181	-0,002623	2,298313
	-0,000996	-0,003494	2,346447
	-0,008510	-0,002918	2,349121
	-0,023299	-0,002305	2,314358
	-0,027478	-0,003218	2,022882
	-0,030497	-0,003719	2,268898
	-0,032837	-0,003404	2,167283
	-0,012351	-0,003446	2,089734
	-0,049768	-0,002810	2,188675
	-0,202959	-0,003011	2,226113
	-0,124821	-0,003299	2,137868
	-0,071045	-0,003251	2,153912
	-0,037073	-0,003698	2,215416
	-0,035590	-0,003848	2,145890
	-0,031475	-0,003344	2,271572
	-0,012161	-0,002242	2,140542
	-0,007106	-0,003206	2,079038
	-0,007069	-0,003422	2,161935
	-0,004818	-0,003209	1,988119
	-0,004126	-0,004212	2,111127
	-0,003279	-0,002578	2,367839
	-0,004169	-0,003353	2,097756
	-0,006105	-0,002765	2,228787
	-0,003293	-0,002924	2,199372
	-0,004024	-0,002990	1,961378
	-0,002552	-0,003188	2,215416
	-0,003983	-0,003032	2,164609
	-0,004946	-0,002843	2,054971
	-0,003763	-0,003341	2,186001
	-0,002511	-0,002948	2,218090
	-0,005950	-0,003149	2,143216
	-0,012279	-0,002575	2,194024
	-0,015197	-0,002867	2,148564
	-0,017406	-0,002497	2,215416
	-0,019783	-0,002206	1,942659
	-0,020587	-0,002924	1,950682
	-0,017367	-0,002734	2,306335
	-0,016728	-0,002188	1,990793
	-0,029992	-0,002155	2,092408
	-0,065074	-0,002957	2,033578
	-0,189709	-0,003026	2,041601
	-0,306072	-0,002278	2,156586
	-0,065122	-0,003389	1,937311
	-0,034195	-0,003419	2,137868
	-0,027262	-0,002323	2,172631
	-0,016073	-0,003152	2,084386
	-0,004603	-0,002080	2,183327
	-9,144104E-5	-0,002485	2,135194
	-0,001581	-0,002969	2,191350
	-0,003903	-0,001954	1,827674
	-0,006492	-0,003275	2,220765
	-0,008651	-0,003326	2,006838
	-0,011991	-0,002846	2,143216
	-0,015571	-0,003740	2,231461
	-0,016984	-0,003815	2,081712
	-0,013192	-0,003380	2,220765
	-0,011049	-0,003341	2,311684
	-0,011594	-0,002906	2,391906
	-0,011115	-0,002464	2,177979
	-0,013950	-0,003002	2,177979
	-0,017746	-0,002978	2,504218
	-0,019137	-0,002918	2,194024
	-0,016682	-0,001978	2,268898
	-0,017740	-0,002185	2,204720
	-0,020988	-0,002882	2,258202
	-0,032334	-0,002728	2,434692
	-0,057050	-0,001864	2,207394
	-0,073025	-0,001828	2,033578
	-0,038862	-0,002413	2,252854
	-0,008169	-0,002347	2,202046
	0,003377	-0,001747	2,204720
	0,002673	-0,002107	2,183327
	0,004722	-0,002656	2,188675
	0,006204	-0,002966	2,303661
	0,006695	-0,002939	2,092408
	0,002148	-0,002801	2,052297
	-0,007742	-0,002506	2,175305
	-0,017619	-0,001969	2,028230
	-0,018167	-0,002299	2,215416
	-0,015749	-0,002969	2,215416
	-0,012743	-0,002780	2,335750
	-0,012754	-0,002218	2,084386
	-0,016369	-0,002747	2,375862
	-0,012453	-0,001461	1,985445
	-0,008085	-0,001197	1,996141
