Frequenz - Plot 0	Amplitude - Plot 0
0	0,0349284
0	0,000116762
0	0,000648826
0	0,000179294
0	0,000168657
0	-0,000583495
1	-0,000195033
1	-0,000545123
1	-9,85E-05
1	0,00010231
1	5,37E-05
1	-8,89E-05
1	-0,000144481
1	-0,000116762
1	-0,000313522
2	-0,000226487
2	-0,000411742
2	-0,000285054
2	-0,000354757
2	-0,000420145
2	-0,000318672
2	-0,000497565
2	-0,000740079
2	-0,000848901
2	-0,00109597
2	-0,00113205
3	-0,00131386
3	-0,00231054
3	-0,00283126
3	-0,00207056
3	-0,00616619
3	-0,00809096
3	0,0119591
3	0,00448506
3	0,00243393
4	0,00174813
4	0,00124742
4	0,000961247
4	0,000642436
4	0,000618546
4	0,000523125
4	0,000279473
4	0,000227543
4	5,00E-05
4	1,28E-05
4	-4,30E-05
5	-9,38E-05
5	8,18E-05
5	-0,000174288
5	-9,62E-05
5	-0,000136151
5	-0,000255758
5	-0,000324988
5	-0,00018561
5	-0,000189274
6	-0,000107633
6	-0,000289645
6	-0,000279691
6	-0,000366274
6	-0,000298778
6	-0,000555473
6	-0,000563275
6	-0,000433409
6	-0,000574672
6	-0,000522574
6	-0,00089535
7	-0,000808101
7	-0,00051136
7	-0,000730136
7	-0,000763302
7	-0,00117975
7	-0,00112362
7	-0,00148027
7	-0,00138326
7	-0,00163135
8	-0,00176103
8	-0,00175057
8	-0,00173766
8	-0,00207141
8	-0,00193904
8	-0,00227931
8	-0,0024258
8	-0,00258272
8	-0,00259246
8	-0,00282619
8	-0,00317962
9	-0,00358299
9	-0,00393478
9	-0,00410121
9	-0,00412277
9	-0,00424912
9	-0,00335158
9	0,00320691
9	0,0170567
9	0,00742138
10	0,00895018
10	0,0104776
10	0,00921093
10	0,00751291
10	0,0083557
10	0,008596
10	0,00879547
10	0,00822499
10	0,0073164
10	0,00637239
10	0,00517763
11	0,00374039
11	0,00408259
11	0,00344584
11	0,00417873
11	0,00357178
11	0,00425155
11	0,00395816
11	0,00360628
11	0,00388155
12	0,00343988
12	0,0034312
12	0,00340789
12	0,00298383
12	0,00306927
12	0,00284035
12	0,00263603
12	0,00249209
12	0,00210743
12	0,0022093
12	0,0025566
13	0,0023561
13	0,00234542
13	0,00226726
13	0,00200033
13	0,00196492
13	0,00234918
13	0,00218795
13	0,00211145
13	0,00214151
14	0,00197699
14	0,00201094
14	0,00180054
14	0,00171829
14	0,0015989
14	0,00140989
14	0,00128903
14	0,00110118
14	0,000893286
14	0,000723506
14	0,00049807
15	0,000374602
15	0,00010286
15	-0,000186456
15	-0,000472565
15	-0,000858916
15	-0,00124607
15	-0,00189575
15	-0,00238897
15	-0,00314547
16	-0,00313677
16	-0,00335858
16	-0,00395741
16	-0,00394866
16	-0,00430735
16	-0,000109553
16	0,0208694
16	0,00968786
16	0,00857286
16	0,00719467
16	0,00652036
17	0,00610756
17	0,00557404
17	0,00533212
17	0,00529616
17	0,00530023
17	0,00525499
17	0,0053035
17	0,00529173
17	0,00523257
18	0,00516905
18	0,00517438
18	0,00509093
18	0,00504756
18	0,00508233
18	0,00503314
18	0,00503456
18	0,00495716
18	0,00485109
18	0,00477299
18	0,00453511
19	0,00431811
19	0,00403267
19	0,00389933
19	0,00367753
19	0,00355083
19	0,00341812
19	0,00333172
19	0,00304629
19	0,00306159
20	0,00290324
20	0,00285326
20	0,00295107
20	0,00285867
20	0,00292389
20	0,00298839
20	0,0029219
20	0,00294213
20	0,00296815
20	0,00288827
20	0,00281206
21	0,00284071
21	0,00273329
21	0,00267067
21	0,00256603
21	0,00252949
21	0,00235044
21	0,00233377
21	0,00227052
21	0,00242167
22	0,00265726
22	0,00285816
22	0,00352582
22	0,00403728
22	0,00478497
22	0,00467362
22	0,00439065
22	0,00385248
22	0,00354506
22	0,00353711
22	0,00345148
23	0,00326343
23	0,00316272
23	0,00306911
23	0,00297072
23	0,00295666
23	0,00302983
23	0,00294761
23	0,0029566
23	0,00310605
24	0,003189
24	0,00324133
24	0,00320386
24	0,00306289
24	0,00281059
24	0,00250884
24	0,0022058
24	0,00200192
24	0,00180194
24	0,00163213
24	0,00164063
25	0,00196856
25	0,00249784
25	0,00270915
25	0,00260908
25	0,00277882
25	0,0029687
25	0,00299002
25	0,00311411
25	0,00305375
26	0,00300301
26	0,00290702
26	0,0028898
26	0,00272755
26	0,00259639
26	0,00255906
26	0,00246266
26	0,00234675
26	0,0022701
26	0,00217621
26	0,00215875
27	0,00211557
27	0,00209738
27	0,00203445
27	0,00206836
27	0,00197807
27	0,00197915
27	0,00192214
27	0,00184643
27	0,00181011
28	0,00170646
28	0,00176589
28	0,00167136
28	0,00160246
28	0,00157722
28	0,00160167
28	0,00158337
28	0,00144652
28	0,00158557
28	0,00150776
28	0,00149512
29	0,00147885
29	0,00140636
29	0,00135211
29	0,00127776
29	0,00118388
29	0,00112901
29	0,00106479
29	0,00103839
29	0,000899194
30	0,000828306
30	0,000726549
30	0,000603836
30	0,000489894
30	0,000366845
30	0,000244249
30	0,000252065
30	7,69E-05
30	-3,96E-05
30	-0,000236301
30	-0,000422869
31	-0,000657212
31	-0,000853214
31	-0,0011253
31	-0,00129929
31	-0,00150113
31	-0,00168784
31	-0,00160589
31	-0,00149481
31	-0,00128238
32	-0,000941227
32	-0,00118087
32	-0,00140733
32	-0,00161657
32	-0,00185369
32	-0,00188294
32	-0,00224368
32	-0,0025062
32	-0,002716
32	-0,0031686
32	-0,00337378
33	-0,00362365
33	-0,00400183
33	-0,00409436
33	-0,00439268
33	-0,00458616
33	-0,00448549
33	-0,00448853
33	-0,00403633
33	-0,00342596
34	-0,00259733
34	-0,00120493
34	0,000232203
34	0,00236164
34	0,00482276
34	0,00784383
34	0,0118257
34	0,0156705
34	0,0186687
34	0,0198174
34	0,0179302
35	0,0121882
35	0,00613999
35	0,0056932
35	0,00578548
35	0,00598685
35	0,0056735
35	0,00511626
35	0,00490404
35	0,00482681
36	0,0043684
36	0,0039291
36	0,00364068
36	0,00327717
36	0,00292341
36	0,00265516
36	0,00239138
36	0,00223095
36	0,00199606
36	0,00177383
36	0,00175523
37	0,0014992
37	0,00137395
37	0,00125744
37	0,00123748
37	0,00149812
37	0,00157253
37	0,00196889
37	0,00246075
37	0,00323046
38	0,00437691
38	0,00539001
38	0,00635632
38	0,00697181
38	0,00737164
38	0,00826941
38	0,00909625
38	0,0098646
38	0,01062
38	0,0110696
38	0,0115942
39	0,0118016
39	0,011819
39	0,0117505
39	0,0113096
39	0,0107951
39	0,0100209
39	0,009048
39	0,00813778
39	0,00715411
40	0,00662313
40	0,00653946
40	0,00696186
40	0,00755976
40	0,00777062
40	0,00758933
40	0,00759079
40	0,00755915
40	0,00739163
40	0,00725455
40	0,0071396
41	0,00723307
41	0,007248
41	0,00712617
41	0,00705088
41	0,00684318
41	0,00688017
41	0,00696296
41	0,00682624
41	0,00681237
42	0,00678634
42	0,00670187
42	0,00656402
42	0,00641405
42	0,006229
42	0,00606997
42	0,00589709
42	0,00577119
42	0,00558596
42	0,00554928
42	0,00549816
43	0,00544471
43	0,0054657
43	0,00542004
43	0,00534206
43	0,00524929
43	0,00512225
43	0,00519903
43	0,00527037
43	0,00539625
44	0,00544421
44	0,00560159
44	0,00568976
44	0,00567816
44	0,00572508
44	0,00572104
44	0,00568544
44	0,00562475
44	0,00564698
44	0,00557384
44	0,00553792
45	0,0055519
45	0,00550504
45	0,00548749
45	0,0055181
45	0,00548426
45	0,00544955
45	0,00545939
45	0,00546871
45	0,00549259
46	0,00551185
46	0,00550847
46	0,00552649
46	0,00552879
46	0,00550703
46	0,00552299
46	0,00552606
46	0,00549464
46	0,00553739
46	0,00544786
46	0,00544048
47	0,00542762
47	0,00540599
47	0,00540722
47	0,00539223
47	0,00537576
47	0,00532148
47	0,00522993
47	0,00513161
47	0,00518706
48	0,00511157
48	0,00503485
48	0,00502978
48	0,00497624
48	0,00484467
48	0,00488592
48	0,0048197
48	0,00469297
48	0,00468327
48	0,00471051
48	0,00468029
49	0,0046168
49	0,00460086
49	0,00456476
49	0,00458884
49	0,00456363
49	0,00452304
49	0,00458057
49	0,00455341
49	0,00450415
50	0,00450373
50	0,0044763
50	0,0045696
50	0,0046036
50	0,00461533
50	0,00457992
