Frequenz - Plot 0	Amplitude - Plot 0
0	0
0	-0,00341298
0	0,000552643
0	-0,000546803
0	-0,000542591
0	-7,02E-05
1	-0,000339845
1	-0,000160944
1	-0,000216749
1	-5,87E-05
1	0,000103771
1	-0,000235453
1	-0,000256186
1	-3,52E-05
1	-0,000136198
2	-0,00026892
2	-1,43E-06
2	-0,000112021
2	0,000123539
2	0,000435268
2	0,000426752
2	2,88E-05
2	0,000201837
2	0,000287728
2	0,000267852
2	0,000932593
3	0,000809034
3	0,000795147
3	0,0017254
3	0,00239084
3	0,00361915
3	0,0131048
3	-0,00171006
3	0,000580988
3	0,000486851
4	0,000605074
4	0,000413876
4	0,000383763
4	0,000642295
4	0,000595652
4	0,000607251
4	0,000491261
4	0,000437162
4	0,000525092
4	0,000562295
4	0,000684476
5	0,000478468
5	0,00050213
5	0,000537902
5	0,000611238
5	0,000517858
5	0,00066821
5	0,000567444
5	0,000639695
5	0,000618179
6	0,000791573
6	0,000744385
6	0,000908255
6	0,00104505
6	0,00111498
6	0,0012031
6	0,00144691
6	0,00122365
6	0,00129909
6	0,00158154
6	0,00146814
7	0,00162215
7	0,00148979
7	0,001545
7	0,00155162
7	0,00133954
7	0,00136187
7	0,00154091
7	0,00173289
7	0,00196558
8	0,00207216
8	0,0023365
8	0,00233967
8	0,00269241
8	0,0027117
8	0,00295418
8	0,00337599
8	0,00334331
8	0,00389489
8	0,00459929
8	0,00515026
9	0,00571361
9	0,00622698
9	0,00726061
9	0,00888504
9	0,0116202
9	0,0157534
9	0,0210902
9	0,0150564
9	0,00700051
10	0,00788375
10	0,00567469
10	0,0033054
10	0,00360789
10	0,00392742
10	0,00240151
10	0,00184442
10	0,00039551
10	-0,00067699
10	-0,0012477
10	-0,00107714
11	-0,000324007
11	0,000225325
11	0,000748843
11	0,000227665
11	0,000255776
11	0,000645991
11	0,000596317
11	0,00060331
11	0,000719435
12	0,000422644
12	0,000555649
12	0,000367848
12	0,000577343
12	0,000522244
12	0,000443551
12	0,000445039
12	0,000227195
12	0,000498876
12	0,000724483
12	0,00057697
13	0,000391143
13	0,000230878
13	0,000455399
13	0,000247519
13	0,000694758
13	0,000766334
13	0,000603205
13	0,000618956
13	0,00056751
14	0,000487673
14	0,000625436
14	0,000628775
14	0,000585385
14	0,000684022
14	0,000674906
14	0,000791312
14	0,000754346
14	0,000887044
14	0,00072247
14	0,000794339
15	0,000890403
15	0,000791185
15	0,000877416
15	0,000890808
15	0,00117166
15	0,00112584
15	0,00155662
15	0,00205385
15	0,00291239
16	0,00411201
16	0,00487548
16	0,00633227
16	0,00851653
16	0,0122032
16	0,020239
16	0,0219325
16	0,00188419
16	0,0022185
16	0,00211153
16	0,00231277
17	0,0021333
17	0,00211414
17	0,00236791
17	0,002356
17	0,00223314
17	0,00216478
17	0,00211785
17	0,00192429
17	0,00183829
18	0,00177247
18	0,0016203
18	0,00153519
18	0,00137308
18	0,00124837
18	0,00101123
18	0,000946841
18	0,000709747
18	0,000623917
18	0,000464629
18	0,000251401
19	0,0002357
19	8,77E-05
19	4,48E-05
19	0,000163283
19	0,000193629
19	0,000293425
19	0,000204844
19	0,000375285
19	0,000455263
20	0,000536041
20	0,0006081
20	0,000608509
20	0,000705671
20	0,00076502
20	0,000650759
20	0,00074784
20	0,000803222
20	0,000860834
20	0,000808729
20	0,000880822
21	0,0008878
21	0,000890541
21	0,000915654
21	0,00091854
21	0,000998705
21	0,00116549
21	0,00134362
21	0,00160725
21	0,00198903
22	0,00222295
22	0,00251483
22	0,00271976
22	0,00259708
22	0,00182764
22	0,00111468
22	0,000516971
22	0,000184826
22	0,000523023
22	0,000428275
22	0,000309681
23	0,000363535
23	0,000403816
23	0,000511991
23	0,000514747
23	0,000522846
23	0,000643183
23	0,000699417
23	0,000727759
23	0,00066278
24	0,000548995
24	0,00035539
24	0,000288985
24	7,43E-05
