Frequenz - Plot 0	Amplitude - Plot 0
0	0
0	0,000899137
0	-0,000593844
0	-0,000942545
0	0,000969841
0	2,60E-05
1	0,000297892
1	0,000355762
1	-0,000327409
1	-0,00019438
1	0,000415133
1	4,00E-05
1	-0,00039218
1	-0,000199429
1	0,000133753
2	-0,000537587
2	-7,31E-07
2	0,000373296
2	9,40E-05
2	0,000526281
2	5,78E-05
2	5,77E-06
2	8,05E-06
2	-0,000231006
2	-0,000107458
2	0,00020832
3	0,000244318
3	0,000581111
3	0,00174454
3	0,00317279
3	0,00229598
3	0,00862282
3	0,000961714
3	0,000918354
3	0,000480586
4	0,000361174
4	0,000295232
4	0,00019989
4	1,57E-05
4	-9,92E-05
4	-0,000240758
4	-0,000150869
4	-1,95E-05
4	6,83E-06
4	0,000166331
4	0,000328092
5	0,000387263
5	0,000306803
5	0,000278796
5	0,000173235
5	-2,40E-05
5	9,00E-06
5	-3,87E-05
5	3,02E-05
5	0,000150013
6	0,000369379
6	0,000275223
6	0,000467446
6	0,000490599
6	0,000568969
6	0,000279667
6	0,000409268
6	0,000228616
6	0,000278521
6	0,000265644
6	0,000381613
7	0,000252545
7	0,00027135
7	0,000362894
7	0,000863495
7	0,000145101
7	0,000562666
7	0,00141091
7	4,36E-05
7	0,00105981
8	0,000741899
8	0,000915204
8	0,000879311
8	0,00131098
8	0,00112934
8	0,00141342
8	0,00160934
8	0,00149947
8	0,00124946
8	0,00150638
8	0,00108676
9	0,00194688
9	0,00160256
9	0,00192005
9	0,00164561
9	0,00101302
9	0,000168786
9	-0,00431097
9	-0,0123326
9	0,00239238
10	0,00287356
10	0,00240907
10	0,00475508
10	0,00684112
10	0,00781428
10	0,00749426
10	0,00786223
10	0,00685644
10	0,00421684
10	0,000819945
10	-0,000192912
11	-0,00217171
11	-0,0016519
11	-6,98E-05
11	-0,000396102
11	-1,92E-05
11	-0,000359339
11	-0,000470062
11	-0,000483555
11	-2,45E-05
12	8,44E-05
12	-0,00035366
12	0,000184372
12	1,65E-05
12	8,14E-05
12	0,000156964
12	0,000237475
12	0,000201885
12	0,000414939
