Time - Acceleration	Amplitude - Acceleration
0,094453	-0,00136232
0,095059	-0,00119117
0,095664	-0,00123621
0,09627	-0,00144939
0,096875	-0,00124222
0,09748	-0,00143738
0,098086	-0,00125723
0,098691	-0,00116115
0,099297	-0,0014584
0,099902	-0,0011011
0,100508	-0,00113112
0,101113	-0,00128125
0,101719	-0,00120018
0,102324	-0,00115814
0,10293	-0,00117316
0,103535	-0,00113713
0,104141	-0,00126023
0,104746	-0,00123621
0,105352	-0,0012212
0,105957	-0,00126924
0,106563	-0,00153046
0,107168	-0,00117316
0,107773	-0,000956972
0,108379	-0,00111611
0,108984	-0,000993003
0,10959	-0,00106506
0,110195	-0,0011041
0,110801	-0,0011071
0,111406	-0,00108909
0,112012	-0,000962977
0,112617	-0,00106206
0,113223	-0,000947964
0,113828	-0,000875903
0,114434	-0,000956972
0,115039	-0,000996006
0,115645	-0,000893918
0,11625	-0,000968983
0,116855	-0,000866895
0,117461	-0,00100501
0,118066	-0,000932952
0,118672	-0,0011011
0,119277	-0,00111611
0,119883	-0,000990001
0,120488	-0,00106807
0,121094	-0,00088491
0,121699	-0,00108308
0,122305	-0,000851882
0,12291	-0,000848879
0,123516	-0,00103204
0,124121	-0,00112211
0,124727	-0,00108909
0,125332	-0,000999008
0,125938	-0,0012212
0,126543	-0,00127825
0,127148	-0,00113112
0,127754	-0,00117916
0,128359	-0,0013383
0,128965	-0,0013383
0,12957	-0,00108308
0,130176	-0,0012212
0,130781	-0,00125723
0,131387	-0,00104705
0,131992	-0,00104405
0,132598	-0,00126624
0,133203	-0,00113112
0,133809	-0,00129927
0,134414	-0,00126324
0,13502	-0,00123321
0,135625	-0,00123321
0,13623	-0,00127825
0,136836	-0,00112512
0,137441	-0,0012212
0,138047	-0,00134731
0,138652	-0,0013413
0,139258	-0,00113713
0,139863	-0,00138334
0,140469	-0,00158151
0,141074	-0,00128125
0,14168	-0,00111611
0,142285	-0,00126924
0,142891	-0,00120318
0,143496	-0,00127825
0,144102	-0,00113412
0,144707	-0,00104405
0,145313	-0,00115814
0,145918	-0,00120619
0,146523	-0,00112512
0,147129	-0,00108008
0,147734	-0,00135331
0,14834	-0,00137433
0,148945	-0,000986998
0,149551	-0,00127525
0,150156	-0,00116715
0,150762	-0,0015755
0,151367	-0,00136833
0,151973	-0,00130527
0,152578	-0,00129026
0,153184	-0,00117316
0,153789	-0,00108008
0,154395	-0,0013413
0,155	-0,00133229
0,155605	-0,00105606
0,156211	-0,000974988
0,156816	-0,00108308
0,157422	-0,0012272
0,158027	-0,00114313
0,158633	-0,00128726
0,159238	-0,00121519
0,159844	-0,00128425
0,160449	-0,00123921
0,161055	-0,0012272
0,16166	-0,00124822
0,162266	-0,00115214
0,162871	-0,00109209
0,163477	-0,00119718
0,164082	-0,00107407
0,164687	-0,00114313
0,165293	-0,00111311
0,165898	-0,000923944
0,166504	-0,00111611
0,167109	-0,000905928
0,167715	-0,000842874
0,16832	-0,00111611
0,168926	-0,000773815
0,169531	-0,000890916
0,170137	-0,000999008
0,170742	-0,000737784
0,171348	-0,000944962
0,171953	-0,000791831
0,172559	-0,000764807
0,173164	-0,000878905
0,17377	-0,000845877
0,174375	-0,000731779
0,17498	-0,000881908
0,175586	-0,000830864
0,176191	-0,00104104
0,176797	-0,000956972
0,177402	-0,000797836
0,178008	-0,000878905
0,178613	-0,000803841
0,179219	-0,000980993
0,179824	-0,000698751
0,18043	-0,000968983
0,181035	-0,000990001
0,181641	-0,000620684
0,182246	-0,000806843
0,182852	-0,000890916
0,183457	-0,000890916
0,184062	-0,000665722
0,184668	-0,000932952
0,185273	-0,000947964
0,185879	-0,000827861
0,186484	-0,000803841
0,18709	-0,00104705
0,187695	-0,000878905
0,188301	-0,000680735
0,188906	-0,00068674
0,189512	-0,000758802
0,190117	-0,000881908
0,190723	-0,000551624
0,191328	-0,000836869
0,191934	-0,000635697
0,192539	-0,000902926
0,193145	-0,000713764
0,19375	-0,000776818
0,194355	-0,000797836
0,194961	-0,000794833
0,195566	-0,000866895
0,196172	-0,000632694
0,196777	-0,00059366
0,197383	-0,000728776
0,197988	-0,000851882
0,198594	-0,000449537
0,199199	-0,000611676
0,199805	-0,000680735
0,20041	-0,000578648
0,201016	-0,000479563
0,201621	-0,000455542
0,202227	-0,000713764
0,202832	-0,000632694
0,203437	-0,000704756
0,204043	-0,000659717
0,204648	-0,000443532
0,205254	-0,0007558
0,205859	-0,000996006
0,206465	-0,000776818
0,20707	-0,000974988
0,207676	-0,000935954
0,208281	-0,00086089
0,208887	-0,000587655
0,209492	-0,000893918
0,210098	-0,000764807
0,210703	-0,000815851
0,211309	-0,000746792
0,211914	-0,000707758
0,21252	-0,000551624
0,213125	-0,000566637
0,21373	-0,000515593
0,214336	-0,000770812
0,214941	-0,000644704
0,215547	-0,000638699
0,216152	-0,000704756
0,216758	-0,000785825
0,217363	-0,000602668
0,217969	-0,000590658
0,218574	-0,000650709
0,21918	-0,000578648
0,219785	-0,000827861
0,220391	-0,000710761
0,220996	-0,000704756
0,221602	-0,000794833
0,222207	-0,000869898
0,222812	-0,000659717
0,223418	-0,000758802
0,224023	-0,000530606
0,224629	-0,000713764
0,225234	-0,000791831
0,22584	-0,000605671
0,226445	-0,000644704
0,227051	-0,000602668
0,227656	-0,000518596
0,228262	-0,000605671
0,228867	-0,000578648
0,229473	-0,000770812
0,230078	-0,00077982
0,230684	-0,000875903
0,231289	-0,000677733
0,231895	-0,00077982
0,2325	-0,000587655
0,233105	-0,000680735
0,233711	-0,000641702
0,234316	-0,000746792
0,234922	-0,000794833
0,235527	-0,000521599
0,236133	-0,000677733
0,236738	-0,000575645
0,237344	-0,000701753
0,237949	-0,000533609
0,238555	-0,000416508
0,23916	-0,000599666
0,239766	-0,000629691
0,240371	-0,000512591
0,240977	-0,000530606
0,241582	-0,000605671
0,242187	-0,000467552
0,242793	-0,000587655
0,243398	-0,000668725
0,244004	-0,000641702
0,244609	-0,000587655
0,245215	-0,000668725
0,24582	-0,000707758
0,246426	-0,000563635
0,247031	-0,000671727
0,247637	-0,00077982
0,248242	-0,000770812
0,248848	-0,000635697
0,249453	-0,000635697
0,250059	-0,000656715
0,250664	-0,000782823
0,25127	-0,000719769
0,251875	-0,000875903
0,25248	-0,000653712
0,253086	-0,00088491
0,253691	-0,00102603
0,254297	-0,000926946
0,254902	-0,000893918
0,255508	-0,00101102
0,256113	-0,00103804
0,256719	-0,00109509
0,257324	-0,000869898
0,25793	-0,00102903
0,258535	-0,00086089
0,259141	-0,00107708
0,259746	-0,00112812
0,260352	-0,000908931
0,260957	-0,000941959
0,261562	-0,00103204
0,262168	-0,000959975
0,262773	-0,00105606
0,263379	-0,000899923
0,263984	-0,000830864
0,26459	-0,00114613
0,265195	-0,00105606
0,265801	-0,00111911
0,266406	-0,000803841
0,267012	-0,00117316
0,267617	-0,00115514
0,268223	-0,00109809
0,268828	-0,00119418
0,269434	-0,0011041
0,270039	-0,00101402
0,270645	-0,000929949
0,27125	-0,000986998
0,271855	-0,000947964
0,272461	-0,000890916
0,273066	-0,000839872
0,273672	-0,00106206
0,274277	-0,00088491
0,274883	-0,000893918
0,275488	-0,00103804
0,276094	-0,000950967
0,276699	-0,00104104
0,277305	-0,00108008
0,27791	-0,000824859
0,278516	-0,00103204
0,279121	-0,000914936
0,279727	-0,00107407
0,280332	-0,000773815
0,280938	-0,000908931
0,281543	-0,00102903
0,282148	-0,00106206
0,282754	-0,000980993
0,283359	-0,00112812
0,283965	-0,000743789
0,28457	-0,000932952
0,285176	-0,000935954
0,285781	-0,000962977
0,286387	-0,000797836
0,286992	-0,000725774
0,287598	-0,000851882
0,288203	-0,000752797
0,288809	-0,000878905
0,289414	-0,000722771
0,29002	-0,000578648
0,290625	-0,000620684
0,29123	-0,000680735
0,291836	-0,000599666
0,292441	-0,000611676
0,293047	-0,000737784
0,293652	-0,000791831
0,294258	-0,000956972
0,294863	-0,000527604
0,295469	-0,000611676
0,296074	-0,000716766
0,29668	-0,00067473
0,297285	-0,000707758
0,297891	-0,000653712
0,298496	-0,000746792
0,299102	-0,000635697
0,299707	-0,000653712
0,300312	-0,000668725
0,300918	-0,000638699
0,301523	-0,000434524
0,302129	-0,000365465
0,302734	-0,000578648
0,30334	-0,000734782
0,303945	-0,00067473
0,304551	-0,000638699
0,305156	-0,000815851
0,305762	-0,000644704
0,306367	-0,000788828
0,306973	-0,0008729
0,307578	-0,000821856
0,308184	-0,00076781
0,308789	-0,000803841
0,309395	-0,00102003
0,31	-0,000584653
0,310605	-0,00058165
0,311211	-0,00068674
0,311816	-0,000692745
0,312422	-0,000935954
0,313027	-0,000542617
0,313633	-0,000815851
0,314238	-0,000746792
0,314844	-0,000908931
0,315449	-0,000722771
0,316055	-0,000827861
0,31666	-0,000821856
0,317266	-0,000917939
0,317871	-0,000971985
0,318477	-0,000734782
0,319082	-0,000782823
0,319688	-0,000650709
0,320293	-0,000710761
0,320898	-0,000899923
0,321504	-0,000623686
0,322109	-0,000491573
0,322715	-0,000689743
0,32332	-0,000512591
0,323926	-0,000776818
0,324531	-0,000704756
0,325137	-0,000671727
0,325742	-0,000839872
0,326348	-0,000770812
0,326953	-0,000698751
0,327559	-0,000704756
0,328164	-0,000602668
0,32877	-0,000974988
0,329375	-0,0007558
0,32998	-0,00117616
0,330586	-0,00096598
0,331191	-0,000881908
0,331797	-0,000899923
0,332402	-0,000911934
0,333008	-0,000932952
0,333613	-0,000815851
0,334219	-0,00102903
0,334824	-0,000990001
0,33543	-0,00117316
0,336035	-0,00108008
0,336641	-0,00108008
0,337246	-0,000854885
0,337852	-0,0007558
0,338457	-0,000782823
0,339062	-0,00115214
0,339668	-0,00103504
0,340273	-0,000935954
0,340879	-0,00117316
0,341484	-0,00106506
0,34209	-0,00114914
0,342695	-0,00106506
0,343301	-0,00096598
0,343906	-0,000996006
0,344512	-0,00109509
0,345117	-0,00117616
0,345723	-0,000830864
0,346328	-0,00106807
0,346934	-0,00109509
0,347539	-0,000947964
0,348145	-0,00117316
0,34875	-0,00102603
0,349355	-0,000983995
0,349961	-0,000944962
0,350566	-0,000917939
0,351172	-0,00112211
0,351777	-0,00115214
0,352383	-0,000896921
0,352988	-0,00097799
0,353594	-0,000914936
0,354199	-0,00109209
0,354805	-0,00104104
0,35541	-0,00104705
0,356016	-0,00108608
0,356621	-0,000914936
0,357227	-0,00109209
0,357832	-0,00106506
0,358438	-0,00114613
0,359043	-0,00120018
0,359648	-0,000993003
0,360254	-0,000926946
0,360859	-0,00101402
0,361465	-0,00112812
0,36207	-0,00130527
0,362676	-0,00120619
0,363281	-0,0011071
0,363887	-0,00104104
0,364492	-0,00113412
0,365098	-0,0012212
0,365703	-0,00107708
0,366309	-0,00112512
0,366914	-0,00117616
0,36752	-0,00117616
0,368125	-0,0011101
0,36873	-0,00119117
0,369336	-0,00105305
0,369941	-0,00124822
0,370547	-0,000932952
0,371152	-0,00113412
0,371758	-0,0011101
0,372363	-0,00101102
0,372969	-0,00141637
0,373574	-0,000698751
0,37418	-0,00115814
0,374785	-0,000701753
0,375391	-0,00128125
0,375996	-0,000623686
0,376602	-0,00137733
0,377207	-0,00066272
0,377812	-0,00185775
0,378418	-0,000434524
0,379023	-0,002152
0,379629	0,000193015
0,380234	-0,00253933
0,38084	0,000811545
0,381445	-0,00327496
0,382051	0,00171532
0,382656	-0,00453304
0,383262	0,00260709
0,383867	-0,00598329
0,384473	0,00430054
0,385078	-0,00820519
0,385684	0,00722805
0,386289	-0,0116371
0,386895	0,01302
0,3875	-0,0216747
0,388105	0,0873068
0,388711	0,226812
0,389316	0,806133
0,389922	0,902716
0,390527	0,11191
0,391133	0,125902
0,391738	-0,235275
0,392344	-0,185306
0,392949	-0,119469
0,393555	-0,180181
0,39416	0,0358486
0,394766	-0,235608
0,395371	-0,138769
0,395977	0,17657
0,396582	-0,229303
0,397187	-0,11253
0,397793	0,0513269
0,398398	-0,151764
0,399004	0,132108
0,399609	-0,238983
0,400215	-0,00567702
0,40082	0,193766
0,401426	-0,301128
0,402031	-0,00969447
0,402637	-0,00323893
0,403242	-0,173782
0,403848	-0,136226
0,404453	-0,112659
0,405059	-0,166375
0,405664	0,0742756
0,40627	-0,27581
0,406875	0,0820192
0,40748	0,127007
0,408086	-0,146522
0,408691	0,207737
0,409297	0,0551101
0,409902	-0,0165253
0,410508	0,225738
0,411113	-0,0787027
0,411719	0,0661386
0,412324	0,152679
0,41293	-0,198364
0,413535	0,19945
0,414141	-0,054571
0,414746	-0,167642
0,415352	0,133165
0,415957	-0,198379
0,416563	-8,92E-05
0,417168	-0,047575
0,417773	-0,183342
0,418379	0,0602746
0,418984	-0,00516358
0,41959	-0,219596
0,420195	0,157447
0,420801	-0,117898
0,421406	0,0361309
0,422012	0,0301948
0,422617	-0,159886
0,423223	0,11342
0,423828	-0,0612367
0,424434	-0,138556
0,425039	-0,0229989
0,425645	-0,125813
0,42625	-0,106377
0,426855	-0,0547661
0,427461	-0,212792
0,428066	0,00140906
0,428672	-0,0750395
0,429277	-0,140319
0,429883	0,0256969
0,430488	-0,0548322
0,431094	0,0070539
0,431699	-0,00719332
0,432305	0,0525189
0,43291	0,00470889
0,433516	0,0966268
0,434121	-0,0178405
0,434727	0,101503
0,435332	0,0448473
0,435937	-0,00408265
0,436543	0,10555
0,437148	-0,0131745
0,437754	0,00370603
0,438359	0,0310595
0,438965	0,00441764
0,43957	-0,0404138
0,440176	0,0518133
0,440781	-0,0439328
0,441387	0,107841
0,441992	-0,0312109
0,442598	0,0410581
0,443203	0,0966748
0,443809	0,00222876
0,444414	0,0496244
0,44502	0,0563142
0,445625	0,0145964
0,44623	0,041013
0,446836	0,0216644
0,447441	-0,0249385
0,448047	0,0638506
0,448652	-0,0760634
0,449258	-0,0317094
0,449863	0,028162
0,450469	-0,146159
0,451074	0,007171
0,45168	-0,0907911
0,452285	-0,0819485
0,452891	0,0231657
0,453496	-0,141646
0,454102	0,00398527
0,454707	0,0395238
0,455313	-0,132848
0,455918	0,0914984
0,456523	-0,054562
0,457129	-0,00068674
0,457734	0,0395418
0,45834	-0,0484757
0,458945	0,0259461
0,459551	0,0333625
0,460156	-0,0750666
0,460762	0,0680633
0,461367	-0,0270404
0,461973	-0,0521809
0,462578	0,0707716
0,463184	-0,0943191
0,463789	0,0465438
0,464395	0,00678367
0,465	-0,047638
0,465605	0,0859826
0,466211	-0,00606135
0,466816	0,037458
0,467422	0,0697357
0,468027	0,0193434
0,468633	0,0711439
0,469238	0,0553083
0,469844	0,0384548
0,470449	0,0415025
0,471055	0,0519574
0,47166	0,0125186
0,472266	0,0540742
0,472871	-0,0197111
0,473477	0,0381005
0,474082	0,00183242
0,474687	-0,035979
0,475293	0,0266007
0,475898	-0,0288809
0,476504	-0,0149099
0,477109	0,0185117
0,477715	-0,0290761
0,47832	0,0364791
0,478926	-0,0233622
0,479531	0,0485255
0,480137	-0,0072774
0,480742	0,0287115
0,481348	0,0241296
0,481953	-0,00819318
0,482559	0,0388902
0,483164	-0,0273196
0,48377	0,0297444
0,484375	-0,0176903
0,48498	-0,0232241
0,485586	0,0287325
0,486191	-0,0619693
0,486797	0,0175479
0,487402	-0,0271875
0,488008	-0,0256982
0,488613	0,0265947
0,489219	-0,0314001
0,489824	0,0384669
0,49043	0,00969016
0,491035	0,0203493
0,491641	0,0486696
0,492246	0,0215203
0,492852	0,0547438
0,493457	0,0242977
0,494063	0,0751403
0,494668	0,00335473
0,495273	0,0686397
0,495879	-0,0120785
0,496484	0,037488
0,49709	0,0221118
0,497695	-0,0312019
0,498301	0,0513089
0,498906	-0,0380238
0,499512	0,0190222
0,500117	0,0206015
0,500723	-0,0360661
0,501328	0,0791938
0,501934	-0,0280612
0,502539	0,060755
0,503145	0,037506
0,50375	-0,00286961
0,504355	0,0858925
0,504961	-0,0120215
0,505566	0,0402894
0,506172	0,0325007
0,506777	-0,0175432
0,507383	0,0379504
0,507988	-0,0338442
0,508594	-0,00629555
0,509199	-0,0228007
0,509805	-0,0420562
0,51041	-0,0229689
0,511016	-0,0391317
0,511621	-0,0325921
0,512227	-0,0142764
0,512832	-0,0137479
0,513437	-0,0249986
0,514043	0,0136295
0,514648	-0,00318488
0,515254	-0,0147238
0,515859	0,0232078
0,516465	-0,0296286
0,51707	0,0124045
0,517676	-0,00805506
0,518281	-0,0438968
0,518887	-0,00124222
0,519492	-0,0466502
0,520098	-0,0450798
0,520703	-0,0338232
0,521309	-0,0862782
0,521914	-0,0334869
0,52252	-0,0547691
0,523125	-0,0769101
0,52373	-0,0211103
0,524336	-0,0523851
0,524941	-0,0278931
0,525547	-0,00517259
0,526152	-0,0455963
0,526758	0,00679268
0,527363	-0,0134687
0,527969	-0,0296376
0,528574	0,00624621
0,52918	-0,0428609
0,529785	-0,00520562
0,530391	-0,0274637
0,530996	-0,0408912
0,531602	-0,0159939
0,532207	-0,0528505
0,532813	-0,0271725
0,533418	-0,0445123
0,534023	-0,0387294
0,534629	-0,0317184
0,535234	-0,0319466
0,53584	-0,00317287
0,536445	-0,0224644
0,537051	0,00584386
0,537656	0,00884344
0,538262	-0,00241022
0,538867	0,0231537
0,539473	-0,0167625
0,540078	0,0231927
0,540684	-0,0175732
0,541289	-0,0177504
0,541895	0,00137603
0,5425	-0,0459836
0,543105	-0,0117092
0,543711	-0,0441971
0,544316	-0,0304963
0,544922	-0,0284936
0,545527	-0,0479773
0,546133	-0,0235514
0,546738	-0,0357809
0,547344	-0,021918
0,547949	-0,0234913
0,548555	-0,0141203
0,54916	-0,00928912
0,549766	-0,0123217
0,550371	0,00907464
0,550977	-0,0252748
0,551582	0,00999342
0,552187	-0,0246203
0,552793	-0,00778783
0,553398	-0,00535875
0,554004	-0,0454762
0,554609	0,0145393
0,555215	-0,035961
0,55582	-0,00942123
0,556426	-0,000509588
0,557031	-0,0211253
0,557637	0,0332123
0,558242	-0,0111898
0,558848	0,0395718
0,559453	0,0355243
0,560059	0,0220848
0,560664	0,0699128
0,56127	0,0317351
0,561875	0,0583049
0,56248	0,0545667
0,563086	0,0470422
0,563691	0,0569537
0,564297	0,0392145
0,564902	0,0532095
0,565508	0,0310565
0,566113	0,0441838
0,566719	0,0214483
0,567324	0,0377012
0,56793	0,0204274
0,568535	0,0161487
0,569141	0,0445651
0,569746	-0,000917939
0,570352	0,0473064
0,570957	0,0194696
0,571562	0,0236161
0,572168	0,0458352
0,572773	0,00129196
0,573379	0,0487987
0,573984	-0,00133229
0,57459	0,0160586
0,575195	0,0119661
0,575801	-0,018477
0,576406	0,00759437
0,577012	-0,0273917
0,577617	-0,0105832
0,578223	-0,0241789
0,578828	-0,0224044
0,579434	-0,0232301
0,580039	-0,0292082
0,580645	-0,0121986
0,58125	-0,0290491
0,581855	-0,00136532
0,582461	-0,0158858
0,583066	0,00692179
0,583672	0,0148216
0,584277	-0,00526267
0,584883	0,0401483
0,585488	-0,00130527
0,586094	0,0359537
0,586699	0,0110744
0,587305	0,0139268
0,58791	0,0278257
0,588516	0,000132963
0,589121	0,0268739
0,589727	0,00293737
0,590332	0,0248562
0,590938	0,0152239
0,591543	0,0167222
0,592148	0,0290147
0,592754	0,0142721
0,593359	0,0418448
0,593965	0,0167192
0,59457	0,0414814
0,595176	0,0346536
0,595781	0,0303659
0,596387	0,0464987
0,596992	0,015356
0,597598	0,0445921
0,598203	0,0100505
0,598809	0,0158905
0,599414	0,0146834
0,60002	-0,0155585
0,600625	0,00847412
0,60123	-0,0294334
0,601836	-0,00955335
0,602441	-0,0253049
0,603047	-0,0292953
0,603652	-0,0168526
0,604258	-0,0331626
0,604863	-0,0135588
0,605469	-0,0310758
0,606074	-0,00576109
0,60668	-0,0217648
0,607285	-0,00920505
0,607891	-0,00644868
0,608496	-0,0174381
0,609102	0,00755833
0,609707	-0,0253349
0,610313	0,00218973
0,610918	-0,0153964
0,611523	-0,0198312
0,612129	-7,72E-05
0,612734	-0,0314902
0,61334	0,00427652
0,613945	-0,0166935
0,614551	-0,00146441
0,615156	0,00822491
0,615762	-5,62E-05
0,616367	0,0283001
0,616973	0,0142961
0,617578	0,032837
0,618184	0,037482
0,618789	0,0341702
0,619395	0,0505853
0,62	0,0349959
0,620605	0,050318
0,621211	0,0357375
0,621816	0,0377913
0,622422	0,0298224
0,623027	0,023451
0,623633	0,0230997
0,624238	0,00679568
0,624844	0,0163709
0,625449	-0,000254369
0,626055	0,00578081
0,62666	0,00312953
0,627266	-0,00396555
0,627871	0,00927281
0,628477	-0,00986862
0,629082	0,00764841
0,629687	-0,00825924
0,630293	-0,00785389
0,630898	-0,0028576
0,631504	-0,0225335
0,632109	-0,012697
0,632715	-0,0272746
0,63332	-0,030094
0,633926	-0,03246
0,634531	-0,0489141
0,635137	-0,0379847
0,635742	-0,0554447
0,636348	-0,0480914
0,636953	-0,0519918
0,637559	-0,0502623
0,638164	-0,0439328
0,63877	-0,0469775
0,639375	-0,0291151
0,63998	-0,0338682
0,640586	-0,0224764
0,641191	-0,013862
0,641797	-0,0145226
0,642402	-0,00464113
0,643008	-0,0101779
0,643613	0,000727473
0,644219	-0,0061124
0,644824	-0,00613041
0,64543	-0,000626689
0,646035	-0,00783587
0,646641	-0,00277053
0,647246	-0,00450301
0,647852	-0,00212197
0,648457	-0,000389485
0,649062	-0,00158451
0,649668	0,00826994
0,650273	0,00282327
0,650879	0,0125036
0,651484	0,0117049
0,65209	0,0151518
0,652695	0,0146504
0,653301	0,0133233
0,653906	0,0172807
0,654512	0,00485301
0,655117	0,00747126
0,655723	-0,00149443
0,656328	-0,0110216
0,656934	-0,0122467
0,657539	-0,0271094
0,658145	-0,0223173
0,65875	-0,0322378
0,659355	-0,0328323
0,659961	-0,0273406
0,660566	-0,0365615
0,661172	-0,0238636
0,661777	-0,0305444
0,662383	-0,024308
0,662988	-0,0203116
0,663594	-0,024314
0,664199	-0,0142464
0,664805	-0,0205758
0,66541	-0,0137449
0,666016	-0,0153033
0,666621	-0,0144716
0,667227	-0,0129763
0,667832	-0,0140752
0,668438	-0,0104841
0,669043	-0,0137089
0,669648	-0,00830127
0,670254	-0,00861955
0,670859	-0,00356321
0,671465	0,00185944
0,67207	0,00661553
0,672676	0,0171576
0,673281	0,0184847
0,673887	0,0293781
0,674492	0,0321705
0,675098	0,0357465
0,675703	0,0428686
0,676309	0,0379864
0,676914	0,0460213
0,67752	0,0384038
0,678125	0,0424483
0,67873	0,0392205
0,679336	0,0334045
0,679941	0,0380195
0,680547	0,0267268
0,681152	0,0300837
0,681758	0,0242527
0,682363	0,0221509
0,682969	0,0223791
0,683574	0,0179382
0,68418	0,0221689
0,684785	0,0180343
0,685391	0,0210789
0,685996	0,020016
0,686602	0,0197938
0,687207	0,0193254
0,687813	0,0159535
0,688418	0,0162628
0,689023	0,00781355
0,689629	0,00948599
0,690234	0,000859586
0,69084	-8,62E-05
0,691445	-0,0030858
0,692051	-0,00765572
0,692656	-0,00406764
0,693262	-0,011463
0,693867	-0,0040166
0,694473	-0,00692609
0,695078	-0,00462012
0,695684	0,00227981
0,696289	0,00188947
0,696895	0,0107411
0,6975	0,0105669
0,698105	0,0185237
0,698711	0,0206886
0,699316	0,0201752
0,699922	0,0275705
0,700527	0,022331
0,701133	0,026973
0,701738	0,0235921
0,702344	0,023496
0,702949	0,0226733
0,703555	0,0178572
0,70416	0,0216134
0,704766	0,0155152
0,705371	0,0194605
0,705977	0,0172326
0,706582	0,0200731
0,707187	0,0195807
0,707793	0,0212171
0,708398	0,022328
0,709004	0,0187399
0,709609	0,0237212
0,710215	0,0173557
0,71082	0,0168993
0,711426	0,0134013
0,712031	0,00697283
0,712637	0,00563068
0,713242	-0,00520862
0,713848	-0,00403762
0,714453	-0,0120125
0,715059	-0,0209121
0,715664	-0,0188463
0,71627	-0,0279381
0,716875	-0,0272746
0,71748	-0,0288449
0,718086	-0,0290641
0,718691	-0,026659
0,719297	-0,0276078
0,719902	-0,021963
0,720508	-0,0237645
0,721113	-0,0205128
0,721719	-0,0211853
