Time - Force	Amplitude - Force
1,954453	-0,0381185
1,955059	-0,0288342
1,955664	-0,0488535
1,95627	-0,0404396
1,956875	-0,0384087
1,95748	-0,0398593
1,958086	-0,0372481
1,958691	-0,04131
1,959297	-0,0587182
1,959902	-0,0299947
1,960508	-0,0218709
1,961113	-0,0352172
1,961719	-0,0447916
1,962324	-0,0442114
1,96293	-0,0334763
1,963535	-0,0337665
1,964141	-0,0392791
1,964746	-0,0218709
1,965352	-0,0317355
1,965957	-0,0459522
1,966562	-0,0334763
1,967168	-0,036958
1,967773	-0,0508845
1,968379	-0,0299947
1,968984	-0,0343468
1,96959	-0,0447916
1,970195	-0,060459
1,970801	-0,069163
1,971406	-0,0395692
1,972012	-0,0407297
1,972617	-0,0401495
1,973223	-0,0642307
1,973828	-0,0279638
1,974434	-0,0430508
1,975039	-0,0389889
1,975645	-0,052045
1,97625	-0,0445015
1,976855	-0,0494338
1,977461	-0,0314454
1,978066	-0,0491437
1,978672	-0,0355073
1,979277	-0,0645209
1,979883	-0,0416001
1,980488	-0,0363777
1,981094	-0,0503042
1,981699	-0,0320257
1,982305	-0,058428
1,98291	-0,0427607
1,983516	-0,0592984
1,984121	-0,0445015
1,984727	-0,0311553
1,985332	-0,0462423
1,985937	-0,0363777
1,986543	-0,0482733
1,987148	-0,0665518
1,987754	-0,0621998
1,988359	-0,0294144
1,988965	-0,0517549
1,98957	-0,0653913
1,990176	-0,0445015
1,990781	-0,0337665
1,991387	-0,0680025
1,991992	-0,0555267
1,992598	-0,0453719
1,993203	-0,0575576
1,993809	-0,0392791
1,994414	-0,0616195
1,99502	-0,0523352
1,995625	-0,0471127
1,99623	-0,0372481
1,996836	-0,0453719
1,997441	-0,0523352
1,998047	-0,0523352
1,998652	-0,0563971
1,999258	-0,0558168
1,999863	-0,0326059
2,000469	-0,0421804
2,001074	-0,0674222
2,00168	-0,0450818
2,002285	-0,0328961
2,002891	-0,028544
2,003496	-0,0549464
2,004102	-0,0401495
2,004707	-0,052045
2,005313	-0,030575
2,005918	-0,0488535
2,006523	-0,04131
2,007129	-0,0500141
2,007734	-0,0236117
2,00834	-0,0416001
2,008945	-0,00591345
2,009551	-0,0401495
2,010156	-0,0276736
2,010762	-0,0149077
2,011367	-0,0566872
2,011973	-0,0447916
2,012578	-0,0331862
2,013184	-0,0523352
2,013789	-0,0291243
2,014395	-0,0381185
2,015	-0,0299947
2,015605	-0,0418903
2,016211	-0,0239019
2,016816	-0,0392791
2,017422	-0,0482733
2,018027	-0,0360876
2,018633	-0,0534957
2,019238	-0,0326059
2,019844	-0,0407297
2,020449	-0,0656814
2,021055	-0,0317355
2,02166	-0,0453719
2,022266	-0,0378284
2,022871	-0,0491437
2,023477	-0,0430508
2,024082	-0,0384087
2,024688	-0,0421804
2,025293	-0,0363777
2,025898	-0,0514648
2,026504	-0,0404396
2,027109	-0,0427607
2,027715	-0,0294144
2,02832	-0,0474029
2,028926	-0,0360876
2,029531	-0,0386988
2,030137	-0,028544
2,030742	-0,0462423
2,031348	-0,04131
2,031953	-0,0555267
2,032559	-0,0563971
2,033164	-0,0508845
2,03377	-0,04131
2,034375	-0,0482733
2,03498	-0,045662
2,035586	-0,0662617
2,036191	-0,0587182
2,036797	-0,0166485
2,037402	-0,0561069
2,038008	-0,0529154
2,038613	-0,0447916
2,039219	-0,0410199
2,039824	-0,0436311
2,04043	-0,0706137
2,041035	-0,0680025
2,041641	-0,060459
2,042246	-0,0320257
2,042852	-0,0532056
2,043457	-0,0372481
2,044062	-0,0357974
2,044668	-0,0407297
2,045273	-0,0317355
2,045879	-0,0363777
2,046484	-0,0485634
2,04709	-0,0555267
2,047695	-0,0610392
2,048301	-0,0404396
2,048906	-0,0621998
2,049512	-0,0389889
2,050117	-0,0404396
2,050723	-0,0514648
2,051328	-0,0416001
2,051934	-0,0169386
2,052539	-0,0256427
2,053145	-0,0154879
2,05375	-0,0270934
2,054355	-0,0375382
2,054961	-0,0401495
2,055566	-0,0471127
2,056172	-0,043341
2,056777	-0,0331862
2,057383	-0,0517549
2,057988	-0,0366678
2,058594	-0,0450818
2,059199	-0,0427607
2,059805	-0,045662
2,06041	-0,0378284
2,061016	-0,0175189
2,061621	-0,0436311
2,062227	-0,0392791
2,062832	-0,0384087
2,063438	-0,0398593
2,064043	-0,0392791
2,064648	-0,0233216
2,065254	-0,0494338
2,065859	-0,0244821
2,066465	-0,0552365
2,06707	-0,0500141
2,067676	-0,0343468
2,068281	-0,0340566
2,068887	-0,0297046
2,069492	-0,0508845
2,070098	-0,0204202
2,070703	-0,0317355
2,071309	-0,01984
2,071914	-0,0450818
2,07252	-0,0128767
2,073125	-0,028544
2,07373	-0,034927
2,074336	-0,0346369
2,074941	-0,0485634
2,075547	-0,0282539
2,076152	-0,0421804
2,076758	-0,026223
2,077363	-0,0302849
2,077969	-0,0352172
2,078574	-0,0355073
2,07918	-0,0447916
2,079785	-0,0175189
2,080391	-0,00736413
2,080996	-0,04131
2,081602	-0,01984
2,082207	-0,0375382
2,082813	-0,0465325
2,083418	-0,0352172
2,084023	-0,058428
2,084629	-0,0366678
2,085234	-0,0169386
2,08584	-0,0279638
2,086445	-0,0160682
2,087051	-0,0357974
2,087656	-0,0366678
2,088262	-0,0212906
2,088867	-0,0273835
2,089473	-0,0180992
2,090078	-0,0189696
2,090684	-0,0186794
2,091289	-0,0323158
2,091895	-0,0079444
2,0925	-0,00359237
2,093105	-0,028544
2,093711	-0,00620359
2,094316	-0,036958
2,094922	-0,0265131
2,095527	-0,01984
2,096133	-0,0146175
2,096738	-0,0331862
2,097344	-0,0427607
2,097949	-0,017809
2,098555	-0,0561069
2,09916	-0,017809
2,099766	-0,024192
2,100371	-0,0326059
2,100977	-0,0250624
2,101582	-0,0265131
2,102187	-0,0389889
2,102793	-0,0279638
2,103398	-0,0201301
2,104004	-0,0276736
2,104609	-0,0398593
2,105215	-0,0160682
2,10582	-0,0421804
2,106426	-0,0416001
2,107031	-0,0207104
2,107637	-0,030575
2,108242	-0,0459522
2,108848	-0,0169386
2,109453	-0,0363777
2,110059	-0,0360876
2,110664	-0,0259328
2,11127	-0,0282539
2,111875	-0,024192
2,11248	-0,0160682
2,113086	-0,00823454
2,113691	-0,0360876
2,114297	-0,0302849
2,114902	-0,0268032
2,115508	-0,026223
2,116113	-0,00620359
2,116719	-0,0343468
2,117324	-0,0247723
2,11793	-0,0192597
2,118535	-0,0442114
2,119141	0,00366102
2,119746	-0,0427607
2,120352	-0,0227413
2,120957	-0,0270934
2,121563	-0,0233216
2,122168	-0,0276736
2,122773	-0,0212906
2,123379	-0,0291243
2,123984	-0,01984
2,12459	-0,0270934
2,125195	-0,007074
2,125801	-0,0323158
2,126406	-0,00678386
2,127012	-0,0276736
2,127617	-0,007074
2,128223	-0,0276736
2,128828	-0,0230315
2,129434	-0,0326059
2,130039	-0,017809
2,130645	-0,0317355
2,13125	-0,030575
2,131855	-0,0105556
2,132461	-0,0233216
2,133066	-0,0308651
2,133672	-0,026223
2,134277	-0,0421804
2,134883	-0,0384087
2,135488	-0,0122964
2,136094	-0,0186794
2,136699	-0,0250624
2,137305	-0,0346369
2,13791	-0,0375382
2,138516	-0,0120063
2,139121	-0,0401495
2,139727	-0,0169386
2,140332	-0,0149077
2,140938	-0,0186794
2,141543	-0,0224512
2,142148	-0,0468226
2,142754	-0,0192597
2,143359	-0,0154879
2,143965	-0,0122964
2,14457	-0,0291243
2,145176	-0,0346369
2,145781	-0,0389889
2,146387	-0,0256427
2,146992	-0,0192597
2,147598	-0,0386988
2,148203	-0,0346369
2,148809	-0,0445015
2,149414	-0,0398593
2,15002	-0,0314454
2,150625	-0,0297046
2,15123	-0,0299947
2,151836	-0,0378284
2,152441	-0,0328961
2,153047	-0,0268032
2,153652	-0,0328961
2,154258	-0,0265131
2,154863	-0,0407297
2,155469	-0,034927
2,156074	-0,0471127
2,15668	-0,0239019
2,157285	-0,0163583
2,157891	-0,0221611
2,158496	-0,0294144
2,159102	-0,01984
2,159707	-0,0288342
2,160312	-0,0215808
2,160918	-0,00649373
2,161523	-0,0288342
2,162129	-0,0163583
2,162734	-0,017809
2,16334	-0,0288342
2,163945	-0,00417264
2,164551	-0,0355073
2,165156	-0,0189696
2,165762	-0,0183893
2,166367	-0,0244821
2,166973	-0,0259328
2,167578	-0,0323158
2,168184	-0,024192
2,168789	-0,0421804
2,169395	-0,0297046
2,17	-0,0204202
2,170605	-0,0459522
2,171211	-0,0299947
2,171816	-0,0207104
2,172422	-0,0436311
2,173027	-0,0215808
2,173633	-0,0270934
2,174238	-0,0204202
2,174844	-0,0294144
2,175449	-0,0183893
2,176055	-0,0311553
2,17666	-0,0250624
2,177266	-0,0340566
2,177871	-0,0273835
2,178477	-0,0314454
2,179082	-0,0317355
2,179687	-0,0247723
2,180293	-0,0151978
2,180898	-0,00620359
2,181504	-0,0218709
2,182109	-0,034927
2,182715	-0,0273835
2,18332	-0,0192597
2,183926	-0,0474029
2,184531	-0,0404396
2,185137	-0,030575
2,185742	-0,0149077
2,186348	-0,0195498
2,186953	-0,00446278
2,187559	-0,0430508
2,188164	-0,01984
2,18877	-0,0308651
2,189375	-0,0404396
2,18998	-0,0137471
2,190586	-0,0317355
2,191191	-0,017809
2,191797	-0,0195498
2,192402	-0,0201301
2,193008	-0,0357974
2,193613	-0,0186794
2,194219	-0,0212906
2,194824	-0,0355073
2,19543	-0,0230315
2,196035	-0,0427607
2,196641	-0,0442114
2,197246	-0,0218709
2,197852	-0,0363777
2,198457	-0,0236117
2,199063	-0,0204202
2,199668	-0,026223
2,200273	-0,030575
2,200879	-0,0308651
2,201484	-0,0308651
2,20209	-0,013457
2,202695	-0,0543661
2,203301	-0,0239019
2,203906	-0,0395692
2,204512	-0,0398593
2,205117	-0,0398593
2,205723	-0,034927
2,206328	-0,0233216
2,206934	-0,0462423
2,207539	-0,0192597
2,208145	-0,0439212
2,20875	-0,0302849
2,209355	-0,0215808
2,209961	-0,0247723
2,210566	-0,0462423
2,211172	-0,0314454
2,211777	-0,0372481
2,212383	-0,0360876
2,212988	-0,0239019
2,213594	-0,01984
2,214199	-0,0291243
2,214805	-0,0163583
2,21541	-0,0207104
2,216016	-0,0372481
2,216621	-0,0151978
2,217227	-0,0392791
2,217832	-0,0328961
2,218437	-0,0334763
2,219043	-0,0503042
2,219648	-0,0323158
2,220254	-0,0558168
2,220859	-0,0328961
2,221465	-0,0195498
2,22207	-0,0569773
2,222676	-0,00504305
2,223281	-0,0291243
2,223887	-0,0236117
2,224492	-0,0233216
2,225098	-0,026223
2,225703	-0,0308651
2,226309	-0,00939508
2,226914	-0,0297046
2,22752	-0,0256427
2,228125	-0,0392791
2,22873	-0,00765427
2,229336	-0,0297046
2,229941	-0,0299947
2,230547	-0,024192
2,231152	-0,0363777
2,231758	-0,0210005
2,232363	-0,0308651
2,232969	-0,0244821
2,233574	-0,0186794
2,23418	-0,0204202
2,234785	-0,017809
2,235391	-0,00939508
2,235996	-0,028544
2,236602	-0,0517549
2,237207	-0,0189696
2,237812	-0,00910495
2,238418	-0,0186794
2,239023	-0,0265131
2,239629	-0,0497239
2,240234	-0,0297046
2,24084	-0,0166485
2,241445	-0,0276736
2,242051	-0,0308651
2,242656	-0,00591345
2,243262	-0,0265131
2,243867	-0,0192597
2,244473	-0,0340566
2,245078	-0,0125866
2,245684	-0,0163583
2,246289	-0,00533318
2,246895	-0,01984
2,2475	-0,0210005
2,248105	-0,0259328
2,248711	-0,0149077
2,249316	-0,00765427
2,249922	-0,0270934
2,250527	-0,0189696
2,251133	-0,0224512
2,251738	-0,0392791
2,252344	-0,0218709
2,252949	-0,0224512
2,253555	-0,0250624
2,25416	-0,0265131
2,254766	-0,0233216
2,255371	-0,0279638
2,255977	-0,0180992
2,256582	-0,0204202
2,257188	-0,0265131
2,257793	-0,0404396
2,258398	-0,0259328
2,259004	-0,0172287
2,259609	-0,0169386
2,260215	-0,00765427
2,26082	-0,0256427
2,261426	-0,030575
2,262031	-0,0079444
2,262637	-0,0357974
2,263242	-0,0172287
2,263848	-0,036958
2,264453	-0,0326059
2,265059	-0,0250624
2,265664	-0,0212906
2,26627	-0,036958
2,266875	-0,0038825
2,26748	-0,00852468
2,268086	-0,013457
2,268691	-0,0299947
2,269297	-0,0259328
2,269902	-0,0320257
2,270508	-0,0404396
2,271113	-0,00881481
2,271719	-0,00910495
2,272324	-0,0259328
2,27293	-0,0175189
2,273535	-0,0250624
2,274141	-0,0462423
2,274746	-0,0372481
2,275352	-0,0247723
2,275957	-0,0195498
2,276562	-0,0355073
2,277168	-0,0375382
2,277773	-0,0323158
2,278379	-0,0291243
2,278984	-0,0169386
2,27959	-0,0204202
2,280195	-0,0117162
2,280801	-0,0265131
2,281406	-0,0288342
2,282012	-0,00330223
2,282617	-0,0210005
2,283223	-0,0372481
2,283828	-0,0479831
2,284434	-0,00881481
2,285039	-0,024192
2,285645	-0,0172287
2,28625	-0,00910495
2,286855	-0,0120063
2,287461	-0,0149077
2,288066	-0,0410199
2,288672	-0,0120063
2,289277	-0,0343468
2,289883	-0,0302849
2,290488	-0,0250624
2,291094	-0,0503042
2,291699	-0,0445015
2,292305	-0,028544
2,29291	-0,0314454
2,293516	-0,0169386
2,294121	-0,0334763
2,294727	-0,0459522
2,295332	-0,0392791
2,295937	-0,0375382
2,296543	-0,0340566
2,297148	-0,0352172
2,297754	-0,0392791
2,298359	-0,0401495
2,298965	-0,0471127
2,29957	-0,0381185
2,300176	-0,0334763
2,300781	-0,0268032
2,301387	-0,0244821
2,301992	-0,0291243
2,302598	-0,0532056
2,303203	-0,0247723
2,303809	-0,0389889
2,304414	-0,0624899
2,30502	-0,0131668
2,305625	-0,0288342
2,30623	-0,0308651
2,306836	-0,043341
2,307441	-0,0224512
2,308047	-0,0491437
2,308652	-0,0372481
2,309258	-0,0239019
2,309863	-0,0410199
2,310469	-0,0372481
2,311074	-0,043341
2,31168	-0,0450818
2,312285	-0,0294144
2,312891	-0,0500141
2,313496	-0,0151978
2,314102	-0,0253525
2,314707	-0,0317355
2,315313	-0,0253525
2,315918	-0,01984
2,316523	-0,0221611
2,317129	-0,0215808
2,317734	-0,0247723
2,31834	-0,0450818
2,318945	-0,043341
2,319551	-0,0491437
2,320156	-0,0212906
2,320762	-0,0404396
2,321367	-0,0131668
2,321973	-0,0169386
2,322578	-0,0418903
2,323184	-0,0366678
2,323789	-0,0259328
2,324395	-0,0218709
2,325	-0,0137471
2,325605	-0,0366678
2,326211	-0,0239019
2,326816	-0,030575
2,327422	-0,0236117
2,328027	-0,00910495
2,328633	-0,0294144
2,329238	-0,0297046
2,329844	-0,0299947
2,330449	-0,0160682
2,331055	-0,0125866
2,33166	-0,0108458
2,332266	-0,0328961
2,332871	-0,0143274
2,333477	-0,036958
2,334082	-0,0201301
2,334687	-0,0210005
2,335293	-0,0172287
2,335898	-0,0180992
2,336504	-0,0079444
2,337109	-0,0207104
2,337715	-0,0163583
2,33832	-0,0279638
2,338926	-0,0366678
2,339531	-0,024192
2,340137	-0,0340566
2,340742	-0,0474029
2,341348	-0,0224512
2,341953	-0,0320257
2,342559	-0,0079444
2,343164	-0,0212906
2,34377	-0,00968522
2,344375	-0,0189696
2,34498	-0,0474029
2,345586	-0,0363777
2,346191	-0,0343468
2,346797	-0,0230315
2,347402	-0,0314454
2,348008	-0,0311553
2,348613	-0,0343468
2,349219	-0,0308651
2,349824	-0,00649373
2,35043	-0,00765427
2,351035	-0,0230315
2,351641	-0,0224512
2,352246	-0,0195498
2,352852	-0,0381185
2,353457	-0,0250624
2,354062	-0,011426
2,354668	-0,0210005
2,355273	-0,0215808
2,355879	-0,0160682
2,356484	-0,0186794
2,35709	-0,0505944
2,357695	-0,0224512
2,358301	-0,0421804
2,358906	-0,0297046
2,359512	-0,0314454
2,360117	-0,0279638
2,360723	-0,0450818
2,361328	-0,0320257
2,361934	-0,0410199
2,362539	-0,0302849
2,363145	-0,0442114
2,36375	-0,0511746
2,364355	-0,0386988
2,364961	-0,026223
2,365566	-0,0276736
2,366172	-0,0395692
2,366777	-0,0201301
2,367383	-0,0366678
2,367988	-0,0247723
2,368594	-0,0445015
2,369199	-0,036958
2,369805	-0,0328961
2,37041	-0,0256427
2,371016	-0,0471127
2,371621	-0,0236117
2,372227	-0,0337665
2,372832	-0,0407297
2,373438	-0,0529154
2,374043	-0,0137471
2,374648	-0,0328961
2,375254	-0,0288342
2,375859	-0,0308651
2,376465	-0,00562332
2,37707	-0,0389889
2,377676	-0,0445015
2,378281	-0,0294144
2,378887	-0,0445015
2,379492	-0,0378284
2,380098	-0,0212906
2,380703	-0,0410199
2,381309	-0,0317355
2,381914	-0,00968522
2,38252	-0,0360876
2,383125	-0,030575
2,38373	-0,0511746
2,384336	-0,0439212
2,384941	-0,0268032
2,385547	-0,0273835
2,386152	-0,0453719
2,386758	-0,0253525
2,387363	-0,0384087
2,387969	-0,0183893
2,388574	-0,0627801
2,38918	-0,0418903
2,389785	-0,0302849
2,390391	-0,0317355
2,390996	-0,0386988
2,391602	-0,0366678
2,392207	-0,0166485
2,392812	-0,0401495
2,393418	-0,0276736
2,394023	-0,0459522
2,394629	-0,0259328
2,395234	-0,054076
2,39584	-0,0416001
2,396445	-0,0323158
2,397051	-0,0355073
2,397656	-0,0204202
2,398262	-0,0236117
2,398867	-0,0230315
2,399473	-0,0265131
2,400078	-0,0320257
2,400684	-0,0149077
2,401289	-0,0230315
2,401895	-0,0149077
2,4025	-0,0294144
2,403105	-0,0311553
2,403711	-0,0320257
2,404316	-0,0384087
2,404922	-0,0288342
2,405527	-0,0360876
2,406133	-0,0259328
2,406738	-0,013457
2,407344	-0,0592984
2,407949	-0,0479831
2,408555	-0,0317355
2,40916	-0,0297046
2,409766	-0,0256427
2,410371	-0,00939508
2,410977	-0,0375382
2,411582	-0,0175189
2,412187	-0,0465325
2,412793	-0,0326059
2,413398	-0,0233216
2,414004	-0,0227413
2,414609	-0,0302849
2,415215	-0,0375382
2,41582	-0,0189696
2,416426	-0,0352172
2,417031	-0,0378284
2,417637	-0,0151978
2,418242	-0,0546563
2,418848	-0,0375382
2,419453	-0,0317355
2,420059	-0,0265131
2,420664	-0,0204202
2,42127	-0,0282539
2,421875	-0,0340566
2,42248	-0,0215808
2,423086	-0,0386988
2,423691	-0,0334763
2,424297	-0,0375382
2,424902	-0,0317355
2,425508	-0,0230315
2,426113	-0,0227413
2,426719	-0,0189696
2,427324	-0,0569773
2,42793	-0,0555267
2,428535	-0,0273835
2,429141	-0,0384087
2,429746	-0,0224512
2,430352	-0,0343468
2,430957	-0,0233216
2,431563	-0,0212906
2,432168	-0,0372481
2,432773	-0,0378284
2,433379	-0,0424706
2,433984	-0,036958
2,43459	-0,000400876
2,435195	-0,00823454
2,435801	-0,0331862
2,436406	-0,0407297
2,437012	-0,0268032
2,437617	-0,0569773
2,438223	-0,0308651
2,438828	-0,0410199
2,439434	-0,0317355
2,440039	-0,0392791
2,440645	-0,0273835
2,44125	-0,0355073
2,441855	-0,0302849
2,442461	-0,0268032
2,443066	-0,0192597
2,443672	-0,0343468
2,444277	-0,0404396
2,444883	-0,0384087
2,445488	-0,0276736
2,446094	-0,0210005
2,446699	-0,0549464
2,447305	-0,0239019
2,44791	-0,0546563
2,448516	-0,0424706
2,449121	-0,0256427
2,449727	-0,0122964
2,450332	-0,0337665
2,450937	-0,0268032
2,451543	-0,0366678
2,452148	-0,0549464
2,452754	-0,0279638
2,453359	-0,0439212
2,453965	-0,0500141
2,45457	-0,0323158
2,455176	-0,0256427
2,455781	-0,0682926
2,456387	-0,0326059
2,456992	-0,058428
2,457598	-0,0355073
2,458203	-0,026223
2,458809	-0,0378284
2,459414	-0,0491437
2,46002	-0,0328961
2,460625	-0,0302849
2,46123	-0,028544
2,461836	-0,0474029
2,462441	-0,036958
2,463047	-0,0276736
2,463652	-0,0172287
2,464258	-0,0221611
2,464863	-0,0314454
2,465469	-0,0430508
2,466074	-0,043341
2,46668	-0,0485634
2,467285	-0,0497239
2,467891	-0,0410199
2,468496	-0,0363777
2,469102	-0,0430508
2,469707	-0,0459522
2,470312	-0,0500141
2,470918	-0,0172287
2,471523	-0,0494338
2,472129	-0,0157781
2,472734	-0,0227413
2,47334	-0,0416001
2,473945	-0,0386988
2,474551	-0,0337665
2,475156	-0,0117162
2,475762	-0,0337665
2,476367	-0,0523352
2,476973	-0,0424706
2,477578	-0,0468226
2,478184	-0,0227413
2,478789	-0,0401495
2,479395	-0,0505944
2,48	-0,0279638
2,480605	-0,0549464
2,481211	-0,0421804
2,481816	-0,0439212
2,482422	-0,0474029
2,483027	-0,0360876
2,483633	-0,0360876
2,484238	-0,0401495
2,484844	-0,0259328
2,485449	-0,0424706
2,486055	-0,0323158
2,48666	-0,0180992
2,487266	-0,0561069
2,487871	-0,0479831
2,488477	-0,0314454
2,489082	-0,0424706
2,489688	-0,0479831
2,490293	-0,0221611
2,490898	-0,0386988
2,491504	-0,00620359
2,492109	-0,0598787
2,492715	-0,0331862
2,49332	-0,0346369
2,493926	-0,0230315
2,494531	-0,0244821
2,495137	-0,0491437
2,495742	-0,0566872
2,496348	-0,0259328
2,496953	-0,0244821
2,497559	-0,0314454
2,498164	-0,0427607
2,49877	-0,0207104
2,499375	-0,0384087
2,49998	-0,0227413
2,500586	-0,036958
2,501191	-0,0250624
2,501797	-0,0212906
2,502402	-0,0357974
2,503008	-0,0491437
2,503613	-0,0276736
2,504219	-0,0259328
2,504824	-0,0474029
2,50543	-0,054076
2,506035	-0,0395692
2,506641	-0,01984
2,507246	-0,0299947
2,507852	-0,0282539
2,508457	-0,0445015
2,509063	-0,0331862
2,509668	-0,0407297
2,510273	-0,0195498
2,510879	-0,0302849
2,511484	-0,0328961
2,51209	-0,0421804
2,512695	-0,0151978
2,513301	-0,0215808
2,513906	-0,0430508
2,514512	-0,0180992
2,515117	-0,0497239
2,515723	-0,0233216
2,516328	-0,0389889
2,516934	-0,01984
2,517539	-0,0108458
2,518145	-0,0500141
2,51875	-0,04131
2,519355	-0,0308651
2,519961	-0,024192
2,520566	-0,0224512
2,521172	-0,0215808
2,521777	-0,0172287
2,522383	-0,0276736
2,522988	-0,0111359
2,523594	-0,0343468
2,524199	-0,0381185
2,524805	-0,0151978
2,52541	-0,00910495
2,526016	-0,0160682
2,526621	-0,0288342
2,527227	-0,0215808
2,527832	-0,0233216
2,528437	-0,0210005
2,529043	-0,036958
2,529648	-0,030575
2,530254	-0,0430508
2,530859	-0,0224512
2,531465	-0,0331862
2,53207	-0,030575
2,532676	-0,0244821
2,533281	-0,0212906
2,533887	-0,0401495
2,534492	-0,0372481
2,535098	-0,0485634
2,535703	-0,0360876
2,536309	-0,028544
2,536914	-0,0334763
2,53752	-0,00243183
2,538125	-0,0221611
2,53873	-0,0210005
2,539336	-0,0282539
2,539941	-0,0326059
2,540547	-0,0323158
2,541152	-0,028544
2,541758	-0,0372481
2,542363	-0,0482733
2,542969	-0,0357974
2,543574	-0,00997535
2,54418	-0,0410199
2,544785	-0,0517549
2,545391	-0,024192
2,545996	-0,0117162
2,546602	-0,0317355
2,547207	-0,0270934
2,547813	-0,0215808
2,548418	-0,0230315
2,549023	-0,0122964
2,549629	-0,0346369
2,550234	-0,0268032
2,55084	-0,0218709
2,551445	-0,0291243
2,552051	-0,028544
2,552656	-0,0273835
2,553262	-0,0294144
2,553867	-0,0215808
2,554473	-0,0230315
2,555078	-0,0317355
2,555684	-0,0163583
2,556289	-0,0389889
2,556895	-0,0517549
2,5575	-0,0288342
2,558105	-0,00620359
2,558711	-0,0169386
2,559316	-0,00591345
2,559922	-0,0355073
2,560527	-0,0375382
2,561133	-0,0212906
2,561738	-0,0331862
2,562344	-0,00736413
2,562949	-0,0157781
2,563555	-0,0227413
2,56416	-0,00939508
2,564766	-0,0212906
2,565371	-0,0384087
2,565977	-0,0204202
2,566582	-0,0189696
2,567188	-0,0529154
2,567793	-0,036958
2,568398	-0,0314454
2,569004	-0,0497239
2,569609	-0,0331862
2,570215	-0,017809
2,57082	-0,0270934
2,571426	-0,0276736
2,572031	-0,0236117
2,572637	-0,0491437
2,573242	-0,0375382
2,573848	-0,0328961
2,574453	-0,0616195
2,575059	-0,0355073
2,575664	-0,0328961
2,57627	-0,0259328
2,576875	-0,0381185
2,57748	-0,0244821
2,578086	-0,0183893
2,578691	-0,0166485
2,579297	-0,026223
2,579902	-0,0183893
2,580508	-0,0352172
2,581113	-0,0398593
2,581719	-0,0204202
2,582324	-0,0401495
2,58293	-0,0326059
2,583535	-0,0204202
2,584141	-0,0427607
2,584746	-0,0247723
2,585352	-0,0569773
2,585957	-0,0140373
2,586562	-0,0442114
2,587168	-0,0407297
2,587773	-0,0407297
2,588379	-0,0555267
2,588984	-0,0418903
2,58959	-0,0288342
2,590195	-0,0227413
2,590801	-0,0688729
2,591406	-0,0375382
2,592012	-0,0360876
2,592617	-0,0169386
2,593223	-0,0386988
2,593828	-0,0328961
2,594434	-0,0227413
2,595039	-0,0474029
2,595645	-0,0375382
2,59625	-0,0320257
2,596855	-0,0250624
2,597461	-0,030575
2,598066	-0,0450818
2,598672	-0,0299947
2,599277	-0,0436311
2,599883	-0,0410199
2,600488	-0,024192
2,601094	-0,047693
2,601699	-0,00910495
2,602305	-0,0294144
2,60291	-0,0334763
2,603516	-0,0386988
2,604121	-0,0236117
2,604727	-0,0189696
2,605332	-0,026223
2,605938	-0,0355073
2,606543	-0,0218709
2,607148	-0,017809
2,607754	-0,0195498
2,608359	-0,0337665
2,608965	-0,0323158
2,60957	-0,047693
2,610176	-0,0192597
2,610781	-0,026223
2,611387	-0,0389889
2,611992	-0,0308651
2,612598	-0,0221611
2,613203	-0,0227413
2,613809	-0,0169386
2,614414	-0,0265131
2,61502	-0,0323158
2,615625	-0,0175189
2,61623	-0,0166485
2,616836	-0,00852468
2,617441	-0,030575
2,618047	-0,0149077
2,618652	-0,0207104
2,619258	-0,0151978
2,619863	-0,0404396
2,620469	-0,0340566
2,621074	-0,0122964
2,62168	0,00337089
2,622285	-0,011426
2,622891	-0,0201301
2,623496	-0,0256427
2,624102	-0,0346369
2,624707	-0,0166485
2,625313	-0,00446278
2,625918	-0,0117162
2,626523	-0,0276736
2,627129	-0,0308651
2,627734	-0,0122964
2,62834	-0,0253525
2,628945	-0,034927
2,629551	-0,0314454
2,630156	-0,0236117
2,630762	-0,0215808
2,631367	-0,0389889
2,631973	-0,0233216
2,632578	-0,00736413
2,633184	-0,0555267
2,633789	-0,0439212
2,634395	-0,0282539
2,635	-0,04131
2,635605	-0,0288342
2,636211	-0,0192597
2,636816	-0,0157781
2,637422	-0,0299947
2,638027	-0,028544
2,638633	-0,0247723
2,639238	-0,0427607
2,639844	-0,0442114
2,640449	-0,0236117
2,641055	-0,0299947
2,64166	-0,0253525
2,642266	-0,0346369
2,642871	-0,0360876
2,643477	-0,0270934
2,644082	-0,0323158
2,644687	-0,0299947
2,645293	-0,0163583
2,645898	-0,0154879
2,646504	-0,0270934
2,647109	-0,0436311
2,647715	-0,0404396
2,64832	-0,0302849
2,648926	-0,0323158
2,649531	-0,0471127
2,650137	-0,0247723
2,650742	-0,0381185
2,651348	-0,0418903
2,651953	-0,017809
2,652559	-0,047693
2,653164	-0,0424706
2,65377	-0,0468226
2,654375	-0,0288342
2,65498	-0,034927
2,655586	-0,0355073
2,656191	-0,0439212
2,656797	-0,0526253
2,657402	-0,0299947
2,658008	-0,0282539
2,658613	-0,0357974
2,659219	-0,0227413
2,659824	-0,0299947
2,66043	-0,0163583
2,661035	-0,034927
2,661641	-0,0326059
2,662246	-0,0250624
2,662852	-0,0323158
2,663457	-0,0389889
2,664062	-0,0334763
2,664668	-0,0195498
2,665273	-0,0302849
