Frequenz - Plot 0	Amplitude - Plot 0
0	0
0	0,00129875
0	1,90E-05
0	-0,00125867
0	-0,000238073
0	-0,00047081
1	-0,000363784
1	-0,000423574
1	-0,000139114
1	-1,53E-05
1	-0,000217683
1	-0,00013765
1	-0,000256608
1	0,000146859
1	0,000112128
2	5,17E-05
2	-0,000167676
2	4,50E-05
2	-0,000170425
2	2,27E-05
2	-0,000357739
2	0,000343955
2	-8,18E-05
2	0,000284557
2	0,000125904
2	0,000119905
3	0,00038679
3	0,000237162
3	0,000634581
3	0,00122422
3	-0,000112295
3	0,001103
3	0,000963665
3	0,000114832
3	-6,92E-05
4	0,000199731
4	0,000122896
4	1,60E-05
4	-2,89E-05
4	-3,85E-05
4	-4,08E-06
4	-0,000130277
4	-7,64E-06
4	-0,00017575
4	5,57E-05
4	-6,88E-05
5	2,30E-05
5	6,49E-05
5	4,13E-05
5	-2,70E-05
5	-0,000103883
5	-4,66E-05
5	1,05E-05
5	-0,000181652
5	-7,61E-05
6	-0,000161609
6	7,40E-05
6	-0,000112226
6	-9,29E-05
6	-0,000201804
6	-0,000234912
6	-0,000334653
6	-0,000255082
6	-0,000334976
6	-0,000353163
6	-0,000368055
7	-0,000516602
7	-0,000654176
7	-0,000751665
7	-0,000699542
7	-0,000490846
7	-0,000658138
7	-0,000186515
7	0,000214142
7	0,000175636
8	5,30E-05
8	-5,29E-05
8	3,13E-05
8	6,46E-05
8	-5,26E-05
8	1,82E-05
8	-3,57E-05
8	-4,05E-05
8	-0,000172725
8	-0,00014142
8	-0,000347383
9	-0,000351166
9	-0,000577928
9	-0,000559061
9	-0,000885759
9	-0,0017295
9	-0,00284373
9	-0,00520072
9	-0,00805026
9	0,00400968
10	0,0018647
10	0,0014304
10	0,00188472
10	0,00287443
10	0,00351911
10	0,0037104
10	0,00357666
10	0,00378085
10	0,00262307
10	0,00156649
10	0,000627505
11	-0,000781631
11	-0,000935825
11	-0,00128429
11	0,000112973
11	2,00E-05
11	0,000383248
11	-7,33E-05
11	-3,72E-05
11	0,000207506
12	8,30E-05
12	5,13E-05
12	9,37E-05
12	3,78E-05
12	-7,43E-05
12	1,65E-05
12	7,53E-05
12	4,04E-06
12	8,63E-05
12	6,63E-05
12	6,13E-06
13	6,37E-05
13	0,000109073
13	0,00015212
13	9,22E-05
13	0,000152377
13	0,00026555
13	0,000148852
13	0,00020165
13	0,000311371
14	0,000293293
14	0,000226396
14	0,000128016
14	9,63E-05
14	0,000177046
14	0,000184856
14	0,000350742
14	0,000358301
14	0,000356595
14	0,000420756
14	0,000546331
15	0,000751237
15	0,000747779
15	0,000921537
15	0,00100747
15	0,00121464
15	0,00137569
15	0,00177099
15	0,00203329
15	0,0025439
16	0,00311339
16	0,00397054
16	0,00488855
16	0,0059471
16	0,00768914
16	0,0123407
16	0,0234744
16	-0,00641719
16	-0,000247321
16	0,000597332
16	0,000984108
17	0,00105023
17	0,000967691
17	0,000986943
17	0,000733153
17	0,000626327
17	0,000456331
17	0,000369598
17	0,000292373
17	8,73E-05
18	2,91E-05
18	7,35E-06
18	6,25E-05
18	9,11E-05
18	3,60E-05
18	-4,22E-05
18	0,000110898
18	2,74E-05
18	5,24E-05
18	4,03E-05
18	-8,62E-05
19	-0,000135303
19	-0,000193929
19	-0,000216302
19	-0,000207429
19	-0,000288046
19	-0,00038083
19	-0,000232959
19	-0,000114928
19	-0,000140176
20	-3,72E-05
20	-0,000137659
20	-0,000195026
20	-0,0001967
20	-0,000408319
20	-0,000484449
20	-0,000562874
20	-0,000651695
20	-0,00070611
20	-0,000950432
20	-0,00101494
21	-0,00116716
21	-0,00130997
21	-0,00147346
21	-0,00165372
21	-0,00187459
21	-0,00209732
21	-0,00228597
21	-0,00273735
21	-0,0030589
22	-0,00361693
22	-0,00452119
22	-0,00534294
22	-0,00564175
22	-0,00442079
22	-0,00213848
22	-0,00103484
22	-0,000653539
22	-0,000611848
22	-0,00061165
22	-0,000497881
23	-0,000564627
23	-0,000517689
23	-0,000424506
23	-0,000400006
23	-0,000252887
23	-0,000181782
23	-9,16E-05
23	2,28E-05
23	0,000247875
24	0,000320125
24	0,000555951
24	0,000730349
24	0,0009271
24	0,00102472
24	0,00114494
24	0,00124278
24	0,00138491
24	0,00183797
24	0,00239594
24	0,00314236
25	0,0040487
25	0,00465812
25	0,00383571
25	0,00207788
25	0,00209742
25	0,00207619
25	0,00203801
25	0,00164758
25	0,00134907
26	0,000832157
26	0,000418965
26	9,84E-05
26	2,64E-05
